1-Wire/iButton Part Number: DS1921G-F5,,
1-Wire/iButton Registration Number: FC0000002E3BE921,,
Is Mission Active?  true,,
Mission Start:  Fri Apr 24 07:45:00 PDT 2020,,
Sample Rate:  Every 60 minute(s),,
Number of Mission Samples:  2820,,
Total Samples:  796888,,
Roll Over Enabled?  false,,
Roll Over Occurred?  Roll over has occurred,,
Active Alarms:  None fired,,
Next Clock Alarm At:  Disabled,,
High Temperature Alarm:  85 °C,,
Low Temperature Alarm:  -40 °C,,
,,
Date/Time,Unit,Value
2009-06-20 1:45,C,11
2009-06-20 2:45,C,11.5
2009-06-20 3:45,C,11.5
2009-06-20 4:45,C,11.5
2009-06-20 5:45,C,11.5
2009-06-20 6:45,C,11.5
2009-06-20 7:45,C,11.5
2009-06-20 8:45,C,11.5
2009-06-20 9:45,C,11.5
2009-06-20 10:45,C,13
2009-06-20 11:45,C,14
2009-06-20 12:45,C,15
2009-06-20 13:45,C,16
2009-06-20 14:45,C,17
2009-06-20 15:45,C,16.5
2009-06-20 16:45,C,17
2009-06-20 17:45,C,16
2009-06-20 18:45,C,14.5
2009-06-20 19:45,C,11.5
2009-06-20 20:45,C,11
2009-06-20 21:45,C,11
2009-06-20 22:45,C,11
2009-06-20 23:45,C,11
2010-06-20 0:45,C,11
2010-06-20 1:45,C,11
2010-06-20 2:45,C,11
2010-06-20 3:45,C,11
2010-06-20 4:45,C,11
2010-06-20 5:45,C,11
2010-06-20 6:45,C,11
2010-06-20 7:45,C,11
2010-06-20 8:45,C,11
2010-06-20 9:45,C,12.5
2010-06-20 10:45,C,18
2010-06-20 11:45,C,28.5
2010-06-20 12:45,C,32
2010-06-20 13:45,C,29
2010-06-20 14:45,C,27
2010-06-20 15:45,C,29
2010-06-20 16:45,C,27
2010-06-20 17:45,C,25
2010-06-20 18:45,C,21.5
2010-06-20 19:45,C,13
2010-06-20 20:45,C,12
2010-06-20 21:45,C,12
2010-06-20 22:45,C,11
2010-06-20 23:45,C,11
2011-06-20 0:45,C,11
2011-06-20 1:45,C,11
2011-06-20 2:45,C,11
2011-06-20 3:45,C,11
2011-06-20 4:45,C,11
2011-06-20 5:45,C,11
2011-06-20 6:45,C,11
2011-06-20 7:45,C,11
2011-06-20 8:45,C,11
2011-06-20 9:45,C,11.5
2011-06-20 10:45,C,16
2011-06-20 11:45,C,20
2011-06-20 12:45,C,27
2011-06-20 13:45,C,30
2011-06-20 14:45,C,30.5
2011-06-20 15:45,C,27.5
2011-06-20 16:45,C,24.5
2011-06-20 17:45,C,24
2011-06-20 18:45,C,19.5
2011-06-20 19:45,C,14.5
2011-06-20 20:45,C,12
2011-06-20 21:45,C,12
2011-06-20 22:45,C,11.5
2011-06-20 23:45,C,11.5
2012-06-20 0:45,C,11.5
2012-06-20 1:45,C,11.5
2012-06-20 2:45,C,11.5
2012-06-20 3:45,C,11.5
2012-06-20 4:45,C,11.5
2012-06-20 5:45,C,12
2012-06-20 6:45,C,12
2012-06-20 7:45,C,12
2012-06-20 8:45,C,12.5
2012-06-20 9:45,C,12
2012-06-20 10:45,C,13.5
2012-06-20 11:45,C,14.5
2012-06-20 12:45,C,15.5
2012-06-20 13:45,C,23.5
2012-06-20 14:45,C,26.5
2012-06-20 15:45,C,22
2012-06-20 16:45,C,21
2012-06-20 17:45,C,18
2012-06-20 18:45,C,16.5
2012-06-20 19:45,C,15.5
2012-06-20 20:45,C,12.5
2012-06-20 21:45,C,11.5
2012-06-20 22:45,C,11.5
2012-06-20 23:45,C,11
2013-06-20 0:45,C,11
2013-06-20 1:45,C,11
