date,treatment,basal_diameter_mm,block,number,status
2020-07-09,CC,2.6,C,3,alive
2020-07-09,CC,4.1,C,3,alive
2020-07-09,CC,3.8,C,3,alive
2020-07-09,CC,3.1,C,3,alive
2020-07-09,WW,3.1,C,1,alive
2020-07-09,WW,2,C,1,alive
2020-07-09,CW,2.9,B,16,alive
2020-07-09,WW,2.9,B,15,alive
2020-07-09,WW,3,B,15,alive
2020-07-09,WW,3.6,B,14,alive
2020-07-09,WW,3.6,B,14,alive
2020-07-09,WW,2.4,B,14,alive
2020-07-09,WW,3.7,B,14,dead
2020-07-09,CC,8.3,B,13,alive
2020-07-09,CC,7.4,B,13,alive
2020-07-09,CC,4.3,B,13,alive
2020-07-09,CC,4.2,B,13,alive
2020-07-09,CC,4.4,B,13,alive
2020-07-09,CC,11.6,B,13,alive
2020-07-09,CC,4.9,B,13,alive
2020-07-09,CC,7.4,B,13,alive
2020-07-09,CC,3.6,B,13,alive
2020-07-09,CC,5.2,B,13,alive
2020-07-09,WW,3.4,B,12,alive
2020-07-09,WW,1.7,B,12,alive
2020-07-09,WC,5,B,8,alive
2020-07-09,WC,4.7,B,8,alive
2020-07-09,WC,4.6,B,8,alive
2020-07-09,WC,6.3,B,8,alive
2020-07-09,WC,5.1,B,8,alive
2020-07-09,WC,5.6,B,8,alive
2020-07-09,WC,4.8,B,8,alive
2020-07-09,WC,4.9,B,8,alive
2020-07-09,WC,4.9,B,8,alive
2020-07-09,WC,4.2,B,8,alive
2020-07-09,WC,6.3,B,6,alive
2020-07-09,WC,7.3,B,6,alive
2020-07-09,WC,3.4,B,6,alive
2020-07-09,WC,3.2,B,6,alive
2020-07-09,WC,5,B,6,alive
2020-07-09,WC,4.8,B,6,alive
2020-07-09,WC,2.4,B,6,alive
2020-07-09,WC,3.2,B,6,alive
2020-07-09,WC,2.9,B,6,alive
2020-07-09,WC,2.7,B,6,alive
2020-07-09,CC,4.5,B,5,alive
2020-07-09,CC,3.5,B,5,alive
2020-07-09,CC,4.2,B,5,alive
2020-07-09,CC,3.2,B,5,alive
2020-07-09,CC,4,B,5,alive
2020-07-09,CC,3,B,5,alive
2020-07-09,CC,4.5,B,5,alive
2020-07-09,CC,3.1,B,5,alive
2020-07-09,CC,4.9,B,5,alive
2020-07-09,CC,5.5,B,5,alive
2020-07-09,CC,10.4,B,4,alive
2020-07-09,CC,9,B,4,alive
2020-07-09,CC,11.6,B,4,alive
2020-07-09,CC,4.4,B,4,alive
2020-07-09,CC,3.5,B,4,alive
2020-07-09,CC,5.6,B,4,alive
2020-07-09,CC,6.4,B,4,alive
2020-07-09,CC,4.7,B,4,alive
2020-07-09,CC,7.6,B,4,alive
2020-07-09,CC,6.6,B,4,alive
2020-07-09,WW,2.9,B,2,alive
2020-07-09,WW,2.7,B,2,alive
2020-07-09,WW,2.9,B,2,alive
2020-07-09,WW,1.8,B,2,alive
2020-07-09,WW,2.9,B,2,alive
2020-07-09,WW,4.7,B,2,alive
2020-07-09,WW,3.5,B,2,alive
2020-07-09,WW,3.8,B,2,alive
2020-07-09,WW,2.8,B,2,alive
2020-07-09,WW,2.7,B,2,alive
2020-07-09,WC,2.9,B,1,alive
2020-07-09,WC,5.4,B,1,alive
2020-07-09,WC,5.6,B,1,alive
2020-07-09,WC,4.7,B,1,alive
2020-07-09,WC,4.6,B,1,alive
2020-07-09,WC,4.2,B,1,alive
2020-07-09,WC,6.9,B,1,alive
2020-07-09,WC,4.2,B,1,alive
2020-07-09,WC,3.1,B,1,alive
2020-07-09,WC,6.3,B,1,alive
2020-07-09,CC,10.3,A,16,alive
2020-07-09,CC,14,A,16,alive
2020-07-09,CC,11.7,A,16,alive
2020-07-09,CC,7.7,A,16,alive
2020-07-09,CC,9.2,A,16,alive
2020-07-09,CC,9.7,A,16,alive
2020-07-09,CC,8.5,A,16,alive
2020-07-09,CC,9.4,A,16,alive
2020-07-09,CC,9,A,16,alive
2020-07-09,CC,8.3,A,16,alive
2020-07-09,WW,6,A,15,alive
2020-07-09,WW,5.3,A,15,alive
2020-07-09,WW,4.2,A,15,alive
2020-07-09,WW,5.5,A,15,alive
2020-07-09,WW,4.4,A,15,alive
2020-07-09,WW,3.6,A,15,alive
2020-07-09,WW,2.7,A,15,alive
2020-07-09,WW,3.6,A,15,dead
2020-07-09,WW,3.4,A,15,dead
2020-07-09,WW,3.4,A,14,alive
2020-07-09,WW,5.6,A,14,alive
2020-07-09,WW,3.4,A,14,alive
2020-07-09,WW,2.6,A,14,dead
2020-07-09,CW,14.4,A,13,alive
2020-07-09,CW,9.9,A,13,alive
2020-07-09,CW,9.8,A,13,alive
2020-07-09,CW,10.9,A,13,alive
2020-07-09,CW,11,A,13,alive
2020-07-09,CW,6.3,A,13,alive
2020-07-09,CW,4.2,A,13,alive
2020-07-09,CW,14.4,A,13,alive
2020-07-09,CW,11.1,A,13,alive
2020-07-09,CW,11.5,A,13,dead
2020-07-09,CW,10.8,A,12,alive
2020-07-09,CW,6,A,12,alive
2020-07-09,CW,13.7,A,12,alive
2020-07-09,CW,6.2,A,12,alive
2020-07-09,CW,6,A,12,alive
2020-07-09,CW,4.7,A,12,alive
2020-07-09,CW,12.2,A,12,dead
2020-07-09,CW,9.3,A,12,dead
2020-07-09,CW,8.7,A,12,dead
2020-07-09,CW,12.6,A,12,dead
2020-07-09,CW,9.4,A,11,alive
2020-07-09,CW,4.3,A,11,alive
2020-07-09,CW,4.9,A,11,alive
2020-07-09,CW,6.4,A,11,alive
2020-07-09,CW,7.3,A,11,alive
2020-07-09,CW,5.5,A,11,alive
2020-07-09,CW,9.7,A,11,dead
2020-07-09,CW,10.6,A,11,dead
2020-07-09,CW,10.6,A,11,dead
2020-07-09,CW,12.9,A,11,dead
2020-07-09,WC,6,A,10,alive
2020-07-09,WC,5.5,A,10,alive
2020-07-09,WC,6.5,A,10,alive
2020-07-09,WC,9.9,A,10,alive
2020-07-09,WC,5.6,A,10,alive
2020-07-09,WC,8.9,A,10,alive
2020-07-09,WC,4.8,A,10,alive
2020-07-09,WC,8.5,A,10,alive
2020-07-09,WC,5.7,A,10,alive
2020-07-09,WC,5.7,A,10,alive
2020-07-09,CC,6.7,A,9,alive
2020-07-09,CC,10.2,A,9,alive
2020-07-09,CC,9.4,A,9,alive
2020-07-09,CC,5.5,A,9,alive
2020-07-09,CC,7,A,9,alive
2020-07-09,CC,4.6,A,9,alive
2020-07-09,CC,5.8,A,9,alive
2020-07-09,CC,5.7,A,9,alive
2020-07-09,CC,5.4,A,9,alive
2020-07-09,CC,11.3,A,9,alive
2020-07-09,CW,4.4,A,8,alive
2020-07-09,CW,4.5,A,8,alive
2020-07-09,CW,4.2,A,8,alive
2020-07-09,CW,3.8,A,8,alive
2020-07-09,CW,4.1,A,8,alive
2020-07-09,CW,4,A,8,alive
2020-07-09,CW,10.8,A,8,dead
2020-07-09,CW,9.5,A,8,dead
2020-07-09,CW,4.5,A,8,dead
2020-07-09,CW,4.4,A,8,dead
2020-07-09,CC,7.1,A,7,alive
2020-07-09,CC,6.8,A,7,alive
2020-07-09,CC,5.7,A,7,alive
2020-07-09,CC,6.2,A,7,alive
2020-07-09,CC,8.6,A,7,alive
2020-07-09,CC,11.1,A,7,alive
2020-07-09,CC,5.2,A,7,alive
2020-07-09,CC,5.3,A,7,alive
2020-07-09,CC,5.1,A,7,alive
2020-07-09,CC,10.1,A,7,alive
2020-07-09,WC,7.2,A,6,alive
2020-07-09,WC,7.4,A,6,alive
2020-07-09,WC,5.7,A,6,alive
2020-07-09,WC,6.8,A,6,alive
2020-07-09,WC,6.6,A,6,alive
2020-07-09,WC,7.8,A,6,alive
2020-07-09,WC,6.9,A,6,alive
2020-07-09,WC,6.9,A,6,alive
2020-07-09,WC,6.5,A,6,alive
2020-07-09,WC,6.2,A,6,alive
2020-07-09,WC,5.9,A,5,alive
2020-07-09,WC,7.3,A,5,alive
2020-07-09,WC,6.9,A,5,alive
2020-07-09,WC,5.8,A,5,alive
2020-07-09,WC,5.5,A,5,alive
2020-07-09,WC,4.8,A,5,alive
2020-07-09,WC,5.3,A,5,alive
2020-07-09,WC,5.3,A,5,alive
2020-07-09,WC,5.5,A,5,alive
2020-07-09,WC,4.7,A,5,alive
2020-07-09,WC,4.9,A,5,alive
2020-07-09,WW,4.8,A,4,alive
2020-07-09,WW,4.2,A,4,alive
2020-07-09,WW,5.3,A,4,alive
2020-07-09,WW,3.6,A,4,alive
2020-07-09,WW,4.3,A,4,alive
2020-07-09,WW,4,A,4,alive
2020-07-09,WW,3.3,A,4,alive
2020-07-09,WW,3.9,A,4,alive
2020-07-09,WW,5.5,A,4,alive
2020-07-09,WW,4.8,A,4,alive
2020-07-09,CC,13.9,A,2,alive
2020-07-09,CC,13,A,2,alive
2020-07-09,CC,5.9,A,2,alive
2020-07-09,CC,7.1,A,2,alive
2020-07-09,CC,5.7,A,2,alive
2020-07-09,CC,4.3,A,2,alive
2020-07-09,CC,12.6,A,2,alive
2020-07-09,CC,7.9,A,2,alive
2020-07-09,CC,10.2,A,2,alive
2020-07-09,CC,12.1,A,2,dead
2020-07-09,WC,6.7,A,1,alive
2020-07-09,WC,6.8,A,1,alive
2020-07-09,WC,6.7,A,1,alive
2020-07-09,WC,5.9,A,1,alive
2020-07-09,WC,4.6,A,1,alive
2020-07-09,WC,6.3,A,1,alive
2020-07-09,WC,5.9,A,1,alive
2020-07-09,WC,6,A,1,alive
2020-07-09,WC,5.9,A,1,alive
2020-07-09,WC,8,A,1,alive
2020-12-11,WC,8.6,B,1,alive
2020-12-11,WC,7.6,B,1,alive
2020-12-11,WC,7.7,B,1,alive
2020-12-11,WC,7.6,B,1,alive
2020-12-11,WC,6.5,B,1,alive
2020-12-11,WC,6.8,B,1,alive
2020-12-11,WC,7.9,B,1,alive
2020-12-11,WC,7.7,B,1,alive
2020-12-11,WC,8.3,B,1,alive
2020-12-11,WC,7.1,B,1,alive
2020-12-11,WW,8.1,B,2,alive
2020-12-11,WW,5.5,B,2,dead
2020-12-11,WW,3.3,B,2,alive
2020-12-11,WW,3.7,B,2,alive
2020-12-11,WW,3.9,B,2,alive
2020-12-11,WW,2.2,B,2,alive
2020-12-11,WW,2,B,2,alive
2020-12-11,WW,3.1,B,2,alive
2020-12-11,WW,3.9,B,2,alive
2020-12-11,WW,3.4,B,2,alive
2020-12-11,CC,8.8,B,4,alive
2020-12-11,CC,10.1,B,4,alive
2020-12-11,CC,6.2,B,4,alive
2020-12-11,CC,7.6,B,4,alive
2020-12-11,CC,7.2,B,4,alive
2020-12-11,CC,5.3,B,4,alive
2020-12-11,CC,8,B,4,alive
2020-12-11,CC,6.5,B,4,alive
2020-12-11,CC,6.6,B,4,alive
2020-12-11,CC,6.8,B,4,alive
2020-12-11,CC,5.1,B,5,alive
2020-12-11,CC,4.9,B,5,alive
2020-12-11,CC,4.8,B,5,alive
2020-12-11,CC,4.4,B,5,alive
2020-12-11,CC,5.4,B,5,alive
2020-12-11,CC,4.1,B,5,alive
2020-12-11,CC,8,B,5,alive
2020-12-11,CC,5.5,B,5,alive
2020-12-11,CC,2.2,B,5,alive
2020-12-11,CC,3.3,B,5,alive
2020-12-11,WC,2.1,B,6,alive
2020-12-11,WC,3.1,B,6,alive
2020-12-11,WC,2.5,B,6,alive
2020-12-11,WC,2.1,B,6,alive
2020-12-11,WC,3.5,B,6,alive
2020-12-11,WC,3.2,B,6,alive
2020-12-11,WC,2.9,B,6,alive
2020-12-11,WC,3,B,6,alive
2020-12-11,WW,2.9,B,7,alive
2020-12-11,WW,1.8,B,7,alive
2020-12-11,WW,2.9,B,7,alive
2020-12-11,WW,2.5,B,7,alive
2020-12-11,CW,2.7,B,9,alive
2020-12-11,CW,2.9,B,9,alive
2020-12-11,CW,2.3,B,9,alive
2020-12-11,WW,4.4,B,12,alive
2020-12-11,WW,4.7,B,12,alive
2020-12-11,WW,3.8,B,12,alive
2020-12-11,WW,3.2,B,12,alive
2020-12-11,WW,3.5,B,12,alive
2020-12-11,WW,3.7,B,12,alive
2020-12-11,WW,2.2,B,12,alive
2020-12-11,WW,2,B,12,alive
2020-12-11,WW,2.2,B,12,alive
2020-12-11,WW,2.1,B,12,alive
2020-12-11,CW,1.8,B,16,alive
2020-12-11,CW,2.1,B,16,alive
2020-12-11,CW,2.2,B,16,alive
2020-12-11,CW,1.9,B,16,alive
2020-12-11,CW,1.7,B,16,alive
2020-12-11,WC,6.9,C,4,alive
2020-12-11,WC,7.8,C,4,alive
2020-12-11,WC,6.3,C,4,alive
2020-12-11,WC,6.5,C,4,alive
2020-12-11,WC,6.3,C,4,alive
2020-12-11,WC,5.2,C,4,alive
2020-12-11,WC,5.5,C,4,alive
2020-12-11,WC,5.7,C,4,alive
2020-12-11,WC,8.5,C,4,alive
2020-12-11,WC,6.5,C,4,dead
2020-12-11,CC,10.3,C,9,alive
2020-12-11,CC,7.9,C,9,alive
2020-12-11,CC,5.3,C,9,alive
2020-12-11,CC,7.4,C,9,alive
2020-12-11,CC,3.5,C,9,alive
2020-12-11,CC,5.4,C,9,alive
2020-12-11,CC,3.9,C,9,alive
2020-12-11,CC,4.2,C,9,alive
2020-12-11,CC,6.3,C,9,alive
2020-12-11,CC,4.3,C,9,alive
2020-12-11,WW,5.3,C,10,alive
2020-12-11,WW,5.6,C,10,alive
2020-12-11,WW,4.7,C,10,alive
2020-12-11,WW,6.1,C,10,alive
2020-12-11,WW,3.1,C,10,alive
2020-12-11,WW,8.2,C,10,alive
2020-12-11,WW,2.5,C,10,alive
2020-12-11,WW,6.7,C,10,alive
2020-12-11,WW,2.4,C,10,alive
2020-12-11,WW,6.8,C,10,alive
2020-12-11,WW,7.4,C,11,alive
2020-12-11,WW,8.4,C,11,alive
2020-12-11,WW,6.2,C,11,alive
2020-12-11,WW,4.8,C,11,alive
2020-12-11,WW,9,C,11,alive
2020-12-11,WW,8,C,11,alive
2020-12-11,WW,9.8,C,11,alive
2020-12-11,WW,6.2,C,11,alive
2020-12-11,WW,6.8,C,11,alive
2020-12-11,WW,6.1,C,11,alive
2020-12-11,WW,8.5,C,12,alive
2020-12-11,WW,9.4,C,12,alive
2020-12-11,WW,6.4,C,12,alive
2020-12-11,WW,7.9,C,12,alive
2020-12-11,WW,8.1,C,12,alive
2020-12-11,WW,7.8,C,12,alive
2020-12-11,WW,6.1,C,12,alive
2020-12-11,WW,5,C,12,alive
2020-12-11,WW,6.5,C,12,alive
2020-12-11,WW,7.2,C,12,alive
2020-12-11,CW,9.2,C,14,alive
2020-12-11,CW,10.6,C,14,alive
2020-12-11,CW,8.4,C,14,alive
2020-12-11,CW,8.3,C,14,alive
2020-12-11,CW,10.6,C,14,alive
2020-12-11,CW,6,C,14,alive
2020-12-11,CW,6.6,C,14,alive
2020-12-11,CW,9.7,C,14,alive
2020-12-11,CW,9.5,C,14,alive
2020-12-11,CW,6.3,C,14,alive
2020-12-11,CC,7.6,D,1,alive
2020-12-11,CC,6.5,D,1,alive
2020-12-11,CC,6.7,D,1,alive
2020-12-11,CC,5.1,D,1,alive
2020-12-11,CC,7.8,D,1,alive
2020-12-11,CC,5.8,D,1,alive
2020-12-11,CC,5.9,D,1,alive
2020-12-11,CC,6,D,1,alive
2020-12-11,CC,6.4,D,1,alive
2020-12-11,CC,5.8,D,1,alive
2020-12-11,CC,5.5,D,2,alive
2020-12-11,CC,5.2,D,2,alive
2020-12-11,CC,6.3,D,2,alive
2020-12-11,CC,5.8,D,2,alive
2020-12-11,CC,6.1,D,2,alive
2020-12-11,CC,6.3,D,2,alive
2020-12-11,CC,6.7,D,2,alive
2020-12-11,CC,4.8,D,2,alive
2020-12-11,CC,5.7,D,2,alive
2020-12-11,CC,5.5,D,2,alive
2020-12-11,CC,8.4,D,5,alive
2020-12-11,CC,5.3,D,5,alive
2020-12-11,CC,7.1,D,5,alive
2020-12-11,CC,6.6,D,5,alive
2020-12-11,CC,6.8,D,5,alive
2020-12-11,CC,6.7,D,5,alive
2020-12-11,CC,5.7,D,5,alive
2020-12-11,CC,6.7,D,5,alive
2020-12-11,CC,4.8,D,5,alive
2020-12-11,CC,8,D,5,alive
2020-12-11,WW,10.4,D,8,alive
2020-12-11,WW,4.5,D,8,alive
2020-12-11,WW,6.6,D,8,alive
2020-12-11,WW,5.9,D,8,alive
2020-12-11,WW,6.4,D,8,alive
2020-12-11,WW,5.1,D,8,alive
2020-12-11,WW,7.4,D,8,alive
2020-12-11,WW,7.4,D,8,alive
2020-12-11,WW,6,D,8,alive
2020-12-11,WW,5,D,8,alive
2020-12-11,WW,11,D,9,alive
2020-12-11,WW,7.7,D,9,alive
2020-12-11,WW,8.6,D,9,alive
2020-12-11,WW,7.4,D,9,alive
2020-12-11,WW,5.1,D,9,alive
2020-12-11,WW,5.5,D,9,alive
2020-12-11,WW,6.7,D,9,alive
2020-12-11,WW,6.2,D,9,alive
2020-12-11,WW,8.1,D,9,alive
2020-12-11,WW,8.2,D,9,alive
2020-12-11,WC,6.7,D,12,alive
2020-12-11,WC,7.2,D,12,alive
2020-12-11,WC,5.7,D,12,alive
2020-12-11,WC,6.4,D,12,alive
2020-12-11,WC,7.6,D,12,alive
2020-12-11,WC,6.1,D,12,alive
2020-12-11,WC,8.3,D,12,alive
2020-12-11,WC,7.1,D,12,alive
2020-12-11,WC,7.9,D,12,dead
2020-12-11,WC,6.6,D,12,alive
2020-12-11,CC,7.1,F,12,alive
2020-12-11,CC,6.4,F,12,alive
2020-12-11,CC,7.4,F,12,alive
2020-12-11,CC,8.5,F,12,alive
2020-12-11,CC,4.8,F,12,alive
2020-12-11,CC,5.7,F,12,alive
2020-12-11,CC,6.3,F,12,alive
2020-12-11,CC,7.3,F,12,alive
2020-12-11,CC,5.8,F,12,alive
2020-12-11,CC,6.5,F,12,alive
2020-12-11,CC,8.9,F,11,alive
2020-12-11,CC,11.3,F,11,alive
2020-12-11,CC,11.3,F,11,alive
2020-12-11,CC,9.2,F,11,alive
2020-12-11,CC,9.1,F,11,alive
2020-12-11,CC,6.9,F,11,alive
2020-12-11,CC,10.1,F,11,alive
2020-12-11,CC,9.9,F,11,alive
2020-12-11,CC,8.8,F,11,alive
2020-12-11,CC,7.6,F,11,alive
2020-12-11,WW,3.7,F,8,alive
2020-12-11,WW,4.8,F,8,alive
2020-12-11,WW,3.8,F,8,alive
2020-12-11,WW,5.4,F,8,alive
2020-12-11,WW,3.1,F,8,alive
2020-12-11,WW,3.2,F,8,alive
2020-12-11,WC,7.7,F,6,alive
2020-12-11,WC,7.1,F,6,alive
2020-12-11,WC,5.7,F,6,alive
2020-12-11,WC,10.9,F,6,alive
2020-12-11,WC,8.3,F,6,alive
2020-12-11,WC,6.9,F,6,alive
2020-12-11,WC,8.3,F,6,alive
2020-12-11,WC,8.7,F,6,alive
2020-12-11,WC,7.6,F,6,alive
2020-12-11,WC,7.1,F,6,alive
2020-12-11,WC,6.9,F,5,alive
2020-12-11,WC,6.2,F,5,alive
2020-12-11,WC,6.4,F,5,alive
2020-12-11,WC,6.5,F,5,alive
2020-12-11,WC,6.4,F,5,alive
2020-12-11,WC,7.9,F,5,alive
2020-12-11,WC,8.2,F,5,alive
2020-12-11,WC,7.2,F,5,alive
2020-12-11,WC,6.5,F,5,alive
2020-12-11,WC,5.5,F,5,alive
2020-12-11,CW,8.4,F,3,alive
2020-12-11,CW,5.4,F,3,alive
2020-12-11,CW,4.7,F,3,alive
2020-12-11,CW,3.7,F,3,alive
2020-12-11,CW,3.3,F,3,alive
2020-12-11,CW,5.7,F,3,alive
2020-12-11,CW,2.4,F,3,alive
2020-12-11,CW,5.8,E,13,alive
2020-12-11,CW,11.9,E,13,alive
2020-12-11,CW,7.1,E,13,alive
2020-12-11,WC,8.9,E,11,alive
2020-12-11,WC,9.4,E,11,alive
2020-12-11,WC,7,E,11,alive
2020-12-11,WC,7.5,E,11,alive
2020-12-11,WC,6.2,E,11,alive
2020-12-11,WC,6.2,E,11,alive
2020-12-11,WC,6.6,E,11,alive
2020-12-11,WC,5.8,E,11,alive
2020-12-11,WC,8.5,E,11,alive
2020-12-11,WC,6.5,E,11,alive
2020-12-11,CC,7.6,E,10,alive
2020-12-11,CC,6.7,E,10,alive
2020-12-11,CC,7.3,E,10,alive
2020-12-11,CC,6.3,E,10,alive
2020-12-11,CC,4.7,E,10,alive
2020-12-11,CC,5,E,10,alive
2020-12-11,CC,6.1,E,10,alive
2020-12-11,CC,5,E,10,alive
2020-12-11,CC,6.2,E,10,alive
2020-12-11,CC,11.2,E,10,alive
2020-12-11,CC,9.6,E,9,alive
2020-12-11,CC,7.5,E,9,alive
2020-12-11,CC,6.5,E,9,alive
2020-12-11,CC,7.7,E,9,alive
2020-12-11,CC,8,E,9,alive
2020-12-11,CC,10.8,E,9,alive
2020-12-11,CC,8.9,E,9,alive
2020-12-11,CC,4.7,E,9,alive
2020-12-11,CC,7.8,E,9,alive
2020-12-11,CC,5.6,E,9,alive
2020-12-11,WW,7.5,E,6,alive
2020-12-11,WW,5.2,E,6,alive
2020-12-11,WW,8.2,E,6,alive
2020-12-11,WC,8.2,E,4,alive
2020-12-11,WC,8.1,E,4,alive
2020-12-11,WC,5.1,E,4,alive
2020-12-11,WC,8.2,E,4,alive
2020-12-11,WC,8.2,E,4,alive
2020-12-11,WC,7.1,E,4,alive
2020-12-11,WC,10.3,E,4,alive
2020-12-11,WC,9.8,E,4,alive
2020-12-11,WC,9.2,E,4,alive
2020-12-11,WC,3.5,E,4,alive
2020-12-11,WW,9.3,A,15,alive
2020-12-11,WW,8.1,A,15,alive
2020-12-11,WW,2.7,A,15,alive
2020-12-11,WW,4.4,A,15,alive
2020-12-11,CW,8.1,A,13,alive
2020-12-11,CW,9.4,A,13,alive
2020-12-11,CW,11.2,A,13,alive
2020-12-11,CW,8.2,A,13,alive
2020-12-11,CW,5.1,A,13,alive
2020-12-11,CW,4.6,A,13,alive
2020-12-11,CW,7.3,A,13,alive
2020-12-11,CW,8.5,A,13,alive
2020-12-11,CW,6.9,A,13,alive
2020-12-11,CW,12.1,A,13,alive
2020-12-11,CW,6.9,A,12,alive
2020-12-11,CW,7.5,A,12,alive
2020-12-11,CW,7.6,A,12,alive
2020-12-11,CW,7.8,A,12,alive
2020-12-11,CW,6.1,A,12,alive
2020-12-11,CW,6.8,A,12,alive
2020-12-11,CW,6,A,12,alive
2020-12-11,CW,7.7,A,12,alive
2020-12-11,CW,8.7,A,12,alive
2020-12-11,CW,6.6,A,12,alive
2020-12-11,WC,11.5,A,10,alive
2020-12-11,WC,8.5,A,10,alive
2020-12-11,WC,10.5,A,10,alive
2020-12-11,WC,6.9,A,10,alive
2020-12-11,WC,7.4,A,10,alive
2020-12-11,WC,6.4,A,10,alive
2020-12-11,WC,5.5,A,10,alive
2020-12-11,WC,6.2,A,10,alive
2020-12-11,WC,7.2,A,10,alive
2020-12-11,WC,7.8,A,10,alive
2020-12-11,CC,7.5,A,9,alive
2020-12-11,CC,9.6,A,9,alive
2020-12-11,CC,10.6,A,9,alive
2020-12-11,CC,8.1,A,9,alive
2020-12-11,CC,8.6,A,9,alive
2020-12-11,CC,14.5,A,9,alive
2020-12-11,CC,7.2,A,9,alive
2020-12-11,CC,5.9,A,9,alive
2020-12-11,CC,6.6,A,9,alive
2020-12-11,CC,7.4,A,9,alive
2020-12-11,WW,3.1,A,3,alive
2020-12-11,WW,2.8,A,3,alive
2020-12-11,WW,2.7,A,3,alive
2020-12-11,WW,2.3,A,3,alive
2020-12-11,CC,11.8,A,2,alive
2020-12-11,CC,10.2,A,2,alive
2020-12-11,CC,6.1,A,2,alive
2020-12-11,CC,6.9,A,2,alive
2020-12-11,CC,6.5,A,2,alive
2020-12-11,CC,5.7,A,2,alive
2020-12-11,CC,6.9,A,2,alive
2020-12-11,CC,15.7,A,2,alive
2020-12-11,CC,11,A,2,alive
2020-12-11,CC,8.7,A,2,alive
2020-12-11,CW,9,A,1,alive
2020-12-11,CW,9.2,A,1,alive
2020-12-11,CW,7.4,A,1,alive
2020-12-11,CW,7.6,A,1,alive
2020-12-11,CW,9.2,A,1,alive
2020-12-11,CW,9.8,A,1,alive
2020-12-11,CW,6.5,A,1,alive
2020-12-11,CW,5.2,A,1,alive
2020-12-11,CW,8.9,A,1,alive
2020-12-11,CW,8.4,A,1,alive
2020-09-14,CW,12,F,15,dead
2020-09-14,CC,8.4,F,12,alive
2020-09-14,CC,4.9,F,12,alive
2020-09-14,CC,4.4,F,12,alive
2020-09-14,CC,5.9,F,12,alive
2020-09-14,CC,7.2,F,12,alive
2020-09-14,CC,8.1,F,12,alive
2020-09-14,CC,6.9,F,12,alive
2020-09-14,CC,4.3,F,12,alive
2020-09-14,CC,6.9,F,12,alive
2020-09-14,CC,8.2,F,12,alive
2020-09-14,CC,10.2,F,11,alive
2020-09-14,CC,8.6,F,11,alive
2020-09-14,CC,7.4,F,11,alive
2020-09-14,CC,9.4,F,11,alive
2020-09-14,CC,8.6,F,11,alive
2020-09-14,CC,9.1,F,11,alive
2020-09-14,CC,6.5,F,11,alive
2020-09-14,CC,8.4,F,11,alive
2020-09-14,CC,7.7,F,11,alive
2020-09-14,CC,6.1,F,11,alive
2020-09-14,WC,8,F,10,alive
2020-09-14,WC,8.2,F,10,alive
2020-09-14,WC,7.5,F,10,alive
2020-09-14,WC,5.8,F,10,alive
2020-09-14,WC,7.3,F,10,alive
2020-09-14,WC,7.3,F,10,alive
2020-09-14,WC,6.9,F,10,alive
2020-09-14,WC,4.5,F,10,alive
2020-09-14,WC,5.6,F,10,alive
2020-09-14,WC,7.8,F,10,alive
2020-09-14,WW,6.8,F,8,alive
2020-09-14,WW,6.6,F,8,alive
2020-09-14,WW,7.2,F,8,alive
2020-09-14,WW,7,F,8,alive
2020-09-14,WW,5.3,F,8,alive
2020-09-14,WW,5.5,F,8,alive
2020-09-14,WW,5.4,F,8,alive
2020-09-14,WW,7.1,F,8,alive
2020-09-14,WW,7,F,8,alive
2020-09-14,WC,9.8,F,6,alive
2020-09-14,WC,10.1,F,6,alive
2020-09-14,WC,8.3,F,6,alive
2020-09-14,WC,9.6,F,6,alive
2020-09-14,WC,6.6,F,6,alive
2020-09-14,WC,6.9,F,6,alive
2020-09-14,WC,8.2,F,6,alive
2020-09-14,WC,9.3,F,6,alive
2020-09-14,WC,4.4,F,6,alive
2020-09-14,WC,5.4,F,6,alive
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,4.8,F,5,alive
2020-09-14,WC,4.4,F,5,alive
2020-09-14,WC,4.6,F,5,alive
2020-09-14,WC,7.2,F,5,alive
2020-09-14,WC,6,F,5,alive
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,4.3,F,5,alive
2020-09-14,WC,6.3,F,5,alive
2020-09-14,WC,5.1,F,5,alive
2020-09-14,CW,5.9,F,3,alive
2020-09-14,CW,6.7,F,3,alive
2020-09-14,CW,5.4,F,3,alive
2020-09-14,CC,7.3,F,4,alive
2020-09-14,CC,7.8,F,4,alive
2020-09-14,CC,7.7,F,4,alive
2020-09-14,CC,6.8,F,4,alive
2020-09-14,CC,4.8,F,4,alive
2020-09-14,CC,9.3,F,4,alive
2020-09-14,CC,8.2,F,4,alive
2020-09-14,CC,6.4,F,4,alive
2020-09-14,CC,7.4,F,4,alive
2020-09-14,CC,11.5,F,4,alive
2020-09-14,WW,4.2,F,2,alive
2020-09-14,WW,5.8,E,16,alive
2020-09-14,WW,6.7,E,16,alive
2020-09-14,WW,8.8,E,16,alive
2020-09-14,WW,5.7,E,16,alive
2020-09-14,WW,4.6,E,16,alive
2020-09-14,WW,5.6,E,16,alive
2020-09-14,WW,5.9,E,16,alive
2020-09-14,WW,6.2,E,16,alive
2020-09-14,WW,5.8,E,16,alive
2020-09-14,WW,4.5,E,16,alive
