timesincestart,date,treatment,mean.rich,se.rich,mean.shann.i,se.shann.i,mean.shann.a,se.shann.a
3.85714285714286,2019-05-09,C,3,0,0,0,0,0
3.85714285714286,2019-05-09,W,3,0,0,0,0,0
7.71428571428571,2019-06-05,C,4.543478260869565,0.08049677725796414,0.18926750485586744,0.029906211312351407,0,0
7.71428571428571,2019-06-05,W,4.42,0.09514757603055264,0.1556574457346457,0.024565649687255532,0,0
9.14285714285714,2019-06-15,C,4.319148936170213,0.08107957386183323,0.09053530631354627,0.02530490848775462,0,0
9.14285714285714,2019-06-15,W,4.183673469387755,0.09526845968816952,0.055188798622861704,0.014112802757328551,0,0
11.8571428571429,2019-07-04,C,4.51063829787234,0.10479856200832122,0.1031514124747381,0.023736069580165112,0,0
11.8571428571429,2019-07-04,W,4.204081632653061,0.1050574504182347,0.12140537550134797,0.02883459255275139,0,0
13.8571428571429,2019-07-18,C,5.297872340425532,0.15181569482808552,0.3413849132597814,0.0494732921554282,0,0
13.8571428571429,2019-07-18,W,4.36734693877551,0.1358203769258599,0.2806774759929776,0.04940299134923572,0,0
15.7142857142857,2019-07-31,C,4.872340425531915,0.13123275632850237,0.22400361797040802,0.04020977551567526,0,0
15.7142857142857,2019-07-31,W,4,0.13041013273932528,0.14658125422234103,0.04030252056833801,0,0
17.7142857142857,2019-08-14,C,5.170212765957447,0.14043394138472867,0.31778033675466993,0.04990048518222193,0,0
17.7142857142857,2019-08-14,W,4.469387755102041,0.13709213104637147,0.3152707854894821,0.05243847063596639,0,0
27.2857142857143,2019-10-20,C,6.0212765957446805,0.21179240726770945,0.3628669513094571,0.038592384771045096,0.10897780354088911,0.032064558690320474
27.2857142857143,2019-10-20,W,4.510204081632653,0.1573657752738634,0.3330106261201676,0.06261451125278919,0.0405824918926769,0.014567458737698378
40.5714285714286,2020-01-21,C,7.095238095238095,0.37767170420231366,0.517135476128501,0.06552037564685487,0.3735212597061528,0.052488529524258955
40.5714285714286,2020-01-21,W,4.808510638297872,0.14787516884802543,0.1754340272530972,0.04808625698705952,0.2653333746815587,0.05285448492828594
48.2857142857143,2020-03-15,C,5.365853658536586,0.3289971783572671,0.3632394157382093,0.048461818158340865,0.14076325664535852,0.042117489796167355
48.2857142857143,2020-03-15,W,3.260869565217391,0.12601197170599512,0.08610668461071071,0.03295029887492707,0.021066615334189662,0.015148226051147438
48.2857142857143,2020-03-15,CC,5.318181818181818,0.39139203028362696,0.35139762421895326,0.05963688201801722,0.1496175214367411,0.060432876729792674
48.2857142857143,2020-03-15,CW,5.421052631578948,0.5583800162399841,0.3769509638131373,0.0802377976463709,0.1305109500448103,0.05968143828716432
48.2857142857143,2020-03-15,WC,3.35,0.1956769625791716,0.07523224482961322,0.05490920057423514,0.01853973583937336,0.01853973583937336
48.2857142857143,2020-03-15,WW,3.24,0.1661324772583615,0.09825050382001711,0.04258855460710305,0.02393078354341029,0.02393078354341029
59.8571428571429,2020-06-04,CC,4.818181818181818,0.15620448963349537,0.46116490570383784,0.031937918149815114,0.006477539426942632,0.0064775394269426315
59.8571428571429,2020-06-04,CW,4.473684210526316,0.14035087719298245,0.4947071555094639,0.042850207951856595,0,0
