tile_id,survey_no,block,original_herb_trt,angle,new_compass,shore_level,treatment,trt_y1,trt_y2,notes
47,10,C,lsc,17,55,2.551,CC,C,C,NA
48,10,C,NA,13,60,2.551,CW,C,W,NA
49,10,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,10,D,NA,13,52,2.383,CC,C,C,NA
52,10,D,lpd,18,51,2.383,CW,C,W,NA
53,10,D,ld,25,42,2.383,CC,C,C,NA
54,10,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,10,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,10,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,10,D,NA,19,74,2.383,WC,W,C,NA
58,10,D,lsi,15,77,2.383,CC,C,C,NA
59,10,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,10,D,ld,10,77,2.383,WC,W,C,NA
61,10,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,10,D,lsc,23,50,2.383,WC,W,C,NA
63,10,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,10,D,lsi,13,50,2.383,WW,W,W,NA
51,10,D,"lsc, lpd",25,55,2.383,W,W,,NA
68,10,E,NA,16,125,2.242,WC,W,C,NA
70,10,E,lpd,18,103,2.242,WW,W,W,NA
71,10,E,lsc,20,98,2.242,WC,W,C,NA
72,10,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,10,E,ld,14,110,2.242,CC,C,C,NA
74,10,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,10,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,10,E,lsi,13,100,2.242,CW,C,W,NA
77,10,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,10,E,lsc,18,85,2.242,CW,C,W,NA
79,10,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,10,E,lsi,22,97,2.242,WW,W,W,NA
81,10,F,lsi,15,112,2.148,WW,W,W,NA
82,10,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,10,F,ld,18,125,2.148,CW,C,W,NA
84,10,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,10,F,ld,19,118,2.148,WC,W,C,NA
86,10,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,10,F,NA,23,110,2.148,CW,C,W,NA
88,10,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,10,F,NA,27,122,2.148,WC,W,C,NA
91,10,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,10,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,10,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
95,10,F,lpd,28,125,2.148,CW,C,W,NA
96,10,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,11,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,11,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,11,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,11,A,lsc,23,95,2.155,WW,W,W,NA
5,11,A,ld,25,85,2.155,WC,W,C,NA
6,11,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,11,A,lpd,23,89,2.155,CC,C,C,NA
8,11,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,11,A,lsc,22,85,2.155,CC,C,C,NA
10,11,A,lsi,22,80,2.155,WC,W,C,NA
11,11,A,ld,23,80,2.155,CW,C,W,NA
12,11,A,lsi,24,82,2.155,CW,C,W,NA
13,11,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,11,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,11,A,lpd,32,103,2.155,WW,W,W,NA
16,11,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,11,B,ld,17,75,2.543,WC,W,C,NA
18,11,B,lsc,18,79,2.543,WW,W,W,NA
19,11,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,11,B,lsi,21,81,2.543,CC,C,C,NA
21,11,B,NA,25,78,2.543,CC,C,C,NA
22,11,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,11,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,11,B,lpd,16,73,2.543,WC,W,C,NA
25,11,B,ld,18,74,2.543,CW,C,W,NA
28,11,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,11,B,lsc,12,60,2.543,CC,C,C,NA
30,11,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,11,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,11,B,lsi,13,60,2.543,CW,C,W,NA
26,11,B,"lsi, lpd",17,75,2.543,W,W,,NA
27,11,B,"lsc, ld",14,67,2.543,C,C,,NA
33,11,C,NA,17,65,2.551,WW,W,W,NA
35,11,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,11,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,11,C,lpd,11,51,2.551,CW,C,W,NA
38,11,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,11,C,lsc,13,75,2.551,WC,W,C,NA
40,11,C,lpd,19,67,2.551,WC,W,C,NA
41,11,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,11,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,11,C,NA,14,70,2.551,WW,W,W,NA
44,11,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,11,C,lsc,17,55,2.551,CC,C,C,NA
46,11,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,11,C,lsc,17,55,2.551,CC,C,C,NA
48,11,C,NA,13,60,2.551,CW,C,W,NA
49,11,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,11,D,NA,13,52,2.383,CC,C,C,NA
52,11,D,lpd,18,51,2.383,CW,C,W,NA
53,11,D,ld,25,42,2.383,CC,C,C,NA
54,11,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,11,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,11,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,11,D,NA,19,74,2.383,WC,W,C,NA
58,11,D,lsi,15,77,2.383,CC,C,C,NA
59,11,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,11,D,ld,10,77,2.383,WC,W,C,NA
61,11,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,11,D,lsc,23,50,2.383,WC,W,C,NA
63,11,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,11,D,lsi,13,50,2.383,WW,W,W,NA
51,11,D,"lsc, lpd",25,55,2.383,W,W,,NA
68,11,E,NA,16,125,2.242,WC,W,C,NA
70,11,E,lpd,18,103,2.242,WW,W,W,NA
71,11,E,lsc,20,98,2.242,WC,W,C,NA
72,11,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,11,E,ld,14,110,2.242,CC,C,C,NA
74,11,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,11,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,11,E,lsi,13,100,2.242,CW,C,W,NA
77,11,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,11,E,lsc,18,85,2.242,CW,C,W,NA
79,11,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,11,E,lsi,22,97,2.242,WW,W,W,NA
81,11,F,lsi,15,112,2.148,WW,W,W,NA
82,11,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,11,F,ld,18,125,2.148,CW,C,W,NA
84,11,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,11,F,ld,19,118,2.148,WC,W,C,NA
86,11,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,11,F,NA,23,110,2.148,CW,C,W,NA
88,11,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,11,F,NA,27,122,2.148,WC,W,C,NA
91,11,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,11,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,11,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
95,11,F,lpd,28,125,2.148,CW,C,W,NA
96,11,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,12,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,12,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,12,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,12,A,lsc,23,95,2.155,WW,W,W,NA
5,12,A,ld,25,85,2.155,WC,W,C,NA
6,12,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,12,A,lpd,23,89,2.155,CC,C,C,NA
8,12,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,12,A,lsc,22,85,2.155,CC,C,C,NA
10,12,A,lsi,22,80,2.155,WC,W,C,NA
11,12,A,ld,23,80,2.155,CW,C,W,NA
12,12,A,lsi,24,82,2.155,CW,C,W,NA
13,12,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,12,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,12,A,lpd,32,103,2.155,WW,W,W,NA
16,12,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,12,B,ld,17,75,2.543,WC,W,C,NA
18,12,B,lsc,18,79,2.543,WW,W,W,NA
19,12,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,12,B,lsi,21,81,2.543,CC,C,C,NA
21,12,B,NA,25,78,2.543,CC,C,C,NA
22,12,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,12,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,12,B,lpd,16,73,2.543,WC,W,C,NA
25,12,B,ld,18,74,2.543,CW,C,W,NA
28,12,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,12,B,lsc,12,60,2.543,CC,C,C,NA
30,12,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,12,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,12,B,lsi,13,60,2.543,CW,C,W,NA
26,12,B,"lsi, lpd",17,75,2.543,W,W,,NA
27,12,B,"lsc, ld",14,67,2.543,C,C,,NA
33,12,C,NA,17,65,2.551,WW,W,W,NA
35,12,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,12,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,12,C,lpd,11,51,2.551,CW,C,W,NA
38,12,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,12,C,lsc,13,75,2.551,WC,W,C,NA
40,12,C,lpd,19,67,2.551,WC,W,C,NA
41,12,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,12,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,12,C,NA,14,70,2.551,WW,W,W,NA
44,12,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,12,C,lsc,17,55,2.551,CC,C,C,NA
46,12,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,12,C,lsc,17,55,2.551,CC,C,C,NA
48,12,C,NA,13,60,2.551,CW,C,W,NA
49,12,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,12,D,NA,13,52,2.383,CC,C,C,NA
52,12,D,lpd,18,51,2.383,CW,C,W,NA
53,12,D,ld,25,42,2.383,CC,C,C,NA
54,12,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,12,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,12,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,12,D,NA,19,74,2.383,WC,W,C,NA
58,12,D,lsi,15,77,2.383,CC,C,C,NA
59,12,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,12,D,ld,10,77,2.383,WC,W,C,NA
61,12,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,12,D,lsc,23,50,2.383,WC,W,C,NA
63,12,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,12,D,lsi,13,50,2.383,WW,W,W,NA
51,12,D,"lsc, lpd",25,55,2.383,W,W,,NA
68,12,E,NA,16,125,2.242,WC,W,C,NA
70,12,E,lpd,18,103,2.242,WW,W,W,NA
71,12,E,lsc,20,98,2.242,WC,W,C,NA
72,12,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,12,E,ld,14,110,2.242,CC,C,C,NA
74,12,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,12,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,12,E,lsi,13,100,2.242,CW,C,W,NA
77,12,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,12,E,lsc,18,85,2.242,CW,C,W,NA
79,12,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,12,E,lsi,22,97,2.242,WW,W,W,NA
81,12,F,lsi,15,112,2.148,WW,W,W,NA
82,12,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,12,F,ld,18,125,2.148,CW,C,W,NA
84,12,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,12,F,ld,19,118,2.148,WC,W,C,NA
86,12,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,12,F,NA,23,110,2.148,CW,C,W,43.5 sq left
88,12,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,12,F,NA,27,122,2.148,WC,W,C,NA
91,12,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,12,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,12,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
95,12,F,lpd,28,125,2.148,CW,C,W,NA
96,12,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
68,13,E,NA,16,125,2.242,WC,W,C,NA
70,13,E,lpd,18,103,2.242,WW,W,W,NA
71,13,E,lsc,20,98,2.242,WC,W,C,NA
72,13,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,13,E,ld,14,110,2.242,CC,C,C,NA
74,13,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,13,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,13,E,lsi,13,100,2.242,CW,C,W,NA
77,13,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,13,E,lsc,18,85,2.242,CW,C,W,NA
79,13,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,13,E,lsi,22,97,2.242,WW,W,W,NA
81,13,F,lsi,15,112,2.148,WW,W,W,NA
82,13,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,13,F,ld,18,125,2.148,CW,C,W,NA
84,13,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,13,F,ld,19,118,2.148,WC,W,C,NA
86,13,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
88,13,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,13,F,NA,27,122,2.148,WC,W,C,NA
91,13,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,13,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,13,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
95,13,F,lpd,28,125,2.148,CW,C,W,NA
96,13,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,13,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,13,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,13,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,13,A,lsc,23,95,2.155,WW,W,W,NA
5,13,A,ld,25,85,2.155,WC,W,C,NA
6,13,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,13,A,lpd,23,89,2.155,CC,C,C,NA
8,13,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,13,A,lsc,22,85,2.155,CC,C,C,NA
10,13,A,lsi,22,80,2.155,WC,W,C,NA
11,13,A,ld,23,80,2.155,CW,C,W,NA
12,13,A,lsi,24,82,2.155,CW,C,W,NA
13,13,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,13,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,13,A,lpd,32,103,2.155,WW,W,W,NA
16,13,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
49,13,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,13,D,NA,13,52,2.383,CC,C,C,NA
52,13,D,lpd,18,51,2.383,CW,C,W,NA
53,13,D,ld,25,42,2.383,CC,C,C,NA
54,13,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,13,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,13,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,13,D,NA,19,74,2.383,WC,W,C,NA
58,13,D,lsi,15,77,2.383,CC,C,C,NA
59,13,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,13,D,ld,10,77,2.383,WC,W,C,NA
61,13,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,13,D,lsc,23,50,2.383,WC,W,C,NA
63,13,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,13,D,lsi,13,50,2.383,WW,W,W,NA
17,13,B,ld,17,75,2.543,WC,W,C,NA
18,13,B,lsc,18,79,2.543,WW,W,W,NA
19,13,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,13,B,lsi,21,81,2.543,CC,C,C,NA
21,13,B,NA,25,78,2.543,CC,C,C,NA
22,13,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,13,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,13,B,lpd,16,73,2.543,WC,W,C,NA
25,13,B,ld,18,74,2.543,CW,C,W,NA
28,13,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,13,B,lsc,12,60,2.543,CC,C,C,NA
30,13,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,13,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,13,B,lsi,13,60,2.543,CW,C,W,NA
33,13,C,NA,17,65,2.551,WW,W,W,NA
35,13,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,13,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,13,C,lpd,11,51,2.551,CW,C,W,NA
38,13,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,13,C,lsc,13,75,2.551,WC,W,C,NA
40,13,C,lpd,19,67,2.551,WC,W,C,NA
41,13,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,13,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,13,C,NA,14,70,2.551,WW,W,W,NA
44,13,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
46,13,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,13,C,lsc,17,55,2.551,CC,C,C,NA
48,13,C,NA,13,60,2.551,CW,C,W,NA
1,14,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,14,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,14,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,14,A,lsc,23,95,2.155,WW,W,W,NA
5,14,A,ld,25,85,2.155,WC,W,C,NA
6,14,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,14,A,lpd,23,89,2.155,CC,C,C,NA
8,14,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,14,A,lsc,22,85,2.155,CC,C,C,NA
10,14,A,lsi,22,80,2.155,WC,W,C,NA
11,14,A,ld,23,80,2.155,CW,C,W,NA
12,14,A,lsi,24,82,2.155,CW,C,W,NA
13,14,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,14,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,14,A,lpd,32,103,2.155,WW,W,W,NA
16,14,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,14,B,ld,17,75,2.543,WC,W,C,NA
18,14,B,lsc,18,79,2.543,WW,W,W,NA
19,14,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,14,B,lsi,21,81,2.543,CC,C,C,NA
21,14,B,NA,25,78,2.543,CC,C,C,NA
22,14,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,14,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,14,B,lpd,16,73,2.543,WC,W,C,NA
25,14,B,ld,18,74,2.543,CW,C,W,NA
28,14,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,14,B,lsc,12,60,2.543,CC,C,C,NA
30,14,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,14,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,14,B,lsi,13,60,2.543,CW,C,W,NA
33,14,C,NA,17,65,2.551,WW,W,W,NA
35,14,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,14,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,14,C,lpd,11,51,2.551,CW,C,W,NA
38,14,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,14,C,lsc,13,75,2.551,WC,W,C,NA
40,14,C,lpd,19,67,2.551,WC,W,C,NA
41,14,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,14,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,14,C,NA,14,70,2.551,WW,W,W,NA
44,14,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
46,14,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,14,C,lsc,17,55,2.551,CC,C,C,NA
48,14,C,NA,13,60,2.551,CW,C,W,NA
49,14,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,14,D,NA,13,52,2.383,CC,C,C,NA
52,14,D,lpd,18,51,2.383,CW,C,W,NA
53,14,D,ld,25,42,2.383,CC,C,C,NA
54,14,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,14,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,14,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,14,D,NA,19,74,2.383,WC,W,C,NA
58,14,D,lsi,15,77,2.383,CC,C,C,NA
59,14,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,14,D,ld,10,77,2.383,WC,W,C,NA
61,14,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,14,D,lsc,23,50,2.383,WC,W,C,NA
63,14,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,14,D,lsi,13,50,2.383,WW,W,W,NA
68,14,E,NA,16,125,2.242,WC,W,C,NA
70,14,E,lpd,18,103,2.242,WW,W,W,NA
71,14,E,lsc,20,98,2.242,WC,W,C,NA
72,14,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,14,E,ld,14,110,2.242,CC,C,C,NA
74,14,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,14,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,14,E,lsi,13,100,2.242,CW,C,W,NA
77,14,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,14,E,lsc,18,85,2.242,CW,C,W,NA
79,14,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,14,E,lsi,22,97,2.242,WW,W,W,NA
81,14,F,lsi,15,112,2.148,WW,W,W,NA
82,14,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,14,F,ld,18,125,2.148,CW,C,W,NA
84,14,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,14,F,ld,19,118,2.148,WC,W,C,NA
86,14,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
88,14,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,14,F,NA,27,122,2.148,WC,W,C,NA
91,14,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,14,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,14,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
95,14,F,lpd,28,125,2.148,CW,C,W,NA
96,14,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,16,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,16,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,16,A,"lsi, ld",14,108,2.155,WW,W,W,NA
9,16,A,lsc,22,85,2.155,CC,C,C,NA
10,16,A,lsi,22,80,2.155,WC,W,C,NA
12,16,A,lsi,24,82,2.155,CW,C,W,NA
13,16,A,"lsc, ld",24,106,2.155,CW,C,W,NA
15,16,A,lpd,32,103,2.155,WW,W,W,NA
17,16,B,ld,17,75,2.543,WC,W,C,NA
18,16,B,lsc,18,79,2.543,WW,W,W,NA
20,16,B,lsi,21,81,2.543,CC,C,C,NA
21,16,B,NA,25,78,2.543,CC,C,C,NA
22,16,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,16,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
25,16,B,ld,18,74,2.543,CW,C,W,NA
28,16,B,"lsi, ld",14,61,2.543,WW,W,W,NA
30,16,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
32,16,B,lsi,13,60,2.543,CW,C,W,NA
36,16,C,"lsc, ld",11,55,2.551,WC,W,C,NA
44,16,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
42,16,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,16,C,NA,14,70,2.551,WW,W,W,NA
41,16,C,"lsi, ld",18,65,2.551,CC,C,C,NA
46,16,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
49,16,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,16,D,NA,13,52,2.383,CC,C,C,NA
53,16,D,ld,25,42,2.383,CC,C,C,NA
56,16,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,16,D,NA,19,74,2.383,WC,W,C,NA
60,16,D,ld,10,77,2.383,WC,W,C,NA
68,16,E,NA,16,125,2.242,WC,W,C,NA
70,16,E,lpd,18,103,2.242,WW,W,W,NA
73,16,E,ld,14,110,2.242,CC,C,C,NA
74,16,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,16,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,16,E,lsi,13,100,2.242,CW,C,W,NA
77,16,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
79,16,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
81,16,F,lsi,15,112,2.148,WW,W,W,NA
83,16,F,ld,18,125,2.148,CW,C,W,NA
85,16,F,ld,19,118,2.148,WC,W,C,NA
86,16,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
88,16,F,"lsi, ld",22,115,2.148,WW,W,W,NA
91,16,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
93,16,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
92,16,F,"lsc, ld",27,115,2.148,CC,C,C,NA
96,16,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,15,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,15,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,15,A,"lsi, ld",14,108,2.155,WW,W,W,NA
9,15,A,lsc,22,85,2.155,CC,C,C,NA
10,15,A,lsi,22,80,2.155,WC,W,C,NA
12,15,A,lsi,24,82,2.155,CW,C,W,NA
13,15,A,"lsc, ld",24,106,2.155,CW,C,W,NA
15,15,A,lpd,32,103,2.155,WW,W,W,NA
17,15,B,ld,17,75,2.543,WC,W,C,NA
18,15,B,lsc,18,79,2.543,WW,W,W,NA
20,15,B,lsi,21,81,2.543,CC,C,C,NA
21,15,B,NA,25,78,2.543,CC,C,C,NA
22,15,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,15,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
25,15,B,ld,18,74,2.543,CW,C,W,NA
