tile_id,survey_no,block,original_herb_trt,angle,new_compass,shore_level,treatment,trt_y1,trt_y2,notes
63,5,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,5,D,lsi,13,50,2.383,WW,W,W,NA
65,5,E,"lsi, ld",13,107,2.242,W,W,,NA
66,5,E,lpd,17,88,2.242,C,C,,NA
67,5,E,ld,19,114,2.242,W,W,,NA
68,5,E,NA,16,125,2.242,WC,W,C,NA
69,5,E,"lsc, ld",18,115,2.242,C,C,,NA
70,5,E,lpd,18,103,2.242,WW,W,W,NA
71,5,E,lsc,20,98,2.242,WC,W,C,NA
72,5,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,5,E,ld,14,110,2.242,CC,C,C,NA
74,5,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,5,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,5,E,lsi,13,100,2.242,CW,C,W,NA
77,5,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,5,E,lsc,18,85,2.242,CW,C,W,NA
79,5,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,5,E,lsi,22,97,2.242,WW,W,W,NA
81,5,F,lsi,15,112,2.148,WW,W,W,NA
82,5,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,5,F,ld,18,125,2.148,CW,C,W,NA
84,5,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,5,F,ld,19,118,2.148,WC,W,C,NA
86,5,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,5,F,NA,23,110,2.148,CW,C,W,NA
88,5,F,"lsi, ld",22,115,2.148,WW,W,W,NA
89,5,F,"lsc, lpd",24,105,2.148,C,C,,NA
90,5,F,NA,27,122,2.148,WC,W,C,NA
91,5,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,5,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,5,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
94,5,F,lsi,22,125,2.148,CW,C,W,NA
95,5,F,lpd,28,125,2.148,CW,C,W,NA
96,5,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,6,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,6,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,6,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,6,A,lsc,23,95,2.155,WW,W,W,NA
5,6,A,ld,25,85,2.155,WC,W,C,NA
6,6,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,6,A,lpd,23,89,2.155,CC,C,C,NA
8,6,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,6,A,lsc,22,85,2.155,CC,C,C,NA
10,6,A,lsi,22,80,2.155,WC,W,C,NA
11,6,A,ld,23,80,2.155,CW,C,W,NA
12,6,A,lsi,24,82,2.155,CW,C,W,NA
13,6,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,6,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,6,A,lpd,32,103,2.155,WW,W,W,NA
16,6,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,6,B,ld,17,75,2.543,WC,W,C,NA
18,6,B,lsc,18,79,2.543,WW,W,W,NA
19,6,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,6,B,lsi,21,81,2.543,CC,C,C,NA
21,6,B,NA,25,78,2.543,CC,C,C,NA
22,6,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,6,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,6,B,lpd,16,73,2.543,WC,W,C,NA
25,6,B,ld,18,74,2.543,CW,C,W,NA
26,6,B,"lsi, lpd",17,75,2.543,W,W,,NA
27,6,B,"lsc, ld",14,67,2.543,C,C,,NA
28,6,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,6,B,lsc,12,60,2.543,CC,C,C,NA
30,6,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,6,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,6,B,lsi,13,60,2.543,CW,C,W,NA
33,6,C,NA,17,65,2.551,WW,W,W,NA
34,6,C,"lsi, lpd",13,68,2.551,C,C,,NA
35,6,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,6,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,6,C,lpd,11,51,2.551,CW,C,W,NA
38,6,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,6,C,lsc,13,75,2.551,WC,W,C,NA
40,6,C,lpd,19,67,2.551,WC,W,C,NA
41,6,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,6,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,6,C,NA,14,70,2.551,WW,W,W,NA
44,6,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,6,C,lsc,17,55,2.551,CC,C,C,NA
46,6,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,6,C,lsc,17,55,2.551,CC,C,C,NA
48,6,C,NA,13,60,2.551,CW,C,W,NA
49,6,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,6,D,NA,13,52,2.383,CC,C,C,NA
51,6,D,"lsc, lpd",25,55,2.383,W,W,,NA
52,6,D,lpd,18,51,2.383,CW,C,W,NA
53,6,D,ld,25,42,2.383,CC,C,C,NA
54,6,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,6,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,6,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,6,D,NA,19,74,2.383,WC,W,C,NA
58,6,D,lsi,15,77,2.383,CC,C,C,NA
59,6,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,6,D,ld,10,77,2.383,WC,W,C,NA
61,6,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,6,D,lsc,23,50,2.383,WC,W,C,NA
63,6,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,6,D,lsi,13,50,2.383,WW,W,W,NA
65,6,E,"lsi, ld",13,107,2.242,W,W,,NA
66,6,E,lpd,17,88,2.242,C,C,,NA
67,6,E,ld,19,114,2.242,W,W,,NA
68,6,E,NA,16,125,2.242,WC,W,C,NA
69,6,E,"lsc, ld",18,115,2.242,C,C,,NA
70,6,E,lpd,18,103,2.242,WW,W,W,NA
71,6,E,lsc,20,98,2.242,WC,W,C,NA
72,6,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,6,E,ld,14,110,2.242,CC,C,C,NA
74,6,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,6,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,6,E,lsi,13,100,2.242,CW,C,W,NA
77,6,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,6,E,lsc,18,85,2.242,CW,C,W,NA
79,6,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,6,E,lsi,22,97,2.242,WW,W,W,NA
81,6,F,lsi,15,112,2.148,WW,W,W,NA
82,6,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,6,F,ld,18,125,2.148,CW,C,W,NA
84,6,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,6,F,ld,19,118,2.148,WC,W,C,NA
86,6,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,6,F,NA,23,110,2.148,CW,C,W,NA
88,6,F,"lsi, ld",22,115,2.148,WW,W,W,NA
89,6,F,"lsc, lpd",24,105,2.148,C,C,,NA
90,6,F,NA,27,122,2.148,WC,W,C,NA
91,6,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,6,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,6,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
94,6,F,lsi,22,125,2.148,CW,C,W,NA
95,6,F,lpd,28,125,2.148,CW,C,W,NA
96,6,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,7,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,7,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,7,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,7,A,lsc,23,95,2.155,WW,W,W,NA
5,7,A,ld,25,85,2.155,WC,W,C,NA
6,7,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,7,A,lpd,23,89,2.155,CC,C,C,NA
8,7,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,7,A,lsc,22,85,2.155,CC,C,C,NA
10,7,A,lsi,22,80,2.155,WC,W,C,NA
11,7,A,ld,23,80,2.155,CW,C,W,NA
12,7,A,lsi,24,82,2.155,CW,C,W,NA
13,7,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,7,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,7,A,lpd,32,103,2.155,WW,W,W,NA
16,7,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,7,B,ld,17,75,2.543,WC,W,C,NA
18,7,B,lsc,18,79,2.543,WW,W,W,NA
19,7,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,7,B,lsi,21,81,2.543,CC,C,C,NA
21,7,B,NA,25,78,2.543,CC,C,C,NA
22,7,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,7,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,7,B,lpd,16,73,2.543,WC,W,C,NA
25,7,B,ld,18,74,2.543,CW,C,W,NA
26,7,B,"lsi, lpd",17,75,2.543,W,W,,NA
27,7,B,"lsc, ld",14,67,2.543,C,C,,NA
28,7,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,7,B,lsc,12,60,2.543,CC,C,C,NA
30,7,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,7,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,7,B,lsi,13,60,2.543,CW,C,W,NA
33,7,C,NA,17,65,2.551,WW,W,W,NA
34,7,C,"lsi, lpd",13,68,2.551,C,C,,NA
35,7,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,7,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,7,C,lpd,11,51,2.551,CW,C,W,NA
38,7,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,7,C,lsc,13,75,2.551,WC,W,C,NA
40,7,C,lpd,19,67,2.551,WC,W,C,NA
41,7,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,7,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,7,C,NA,14,70,2.551,WW,W,W,NA
44,7,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,7,C,lsc,17,55,2.551,CC,C,C,NA
46,7,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,7,C,lsc,17,55,2.551,CC,C,C,NA
48,7,C,NA,13,60,2.551,CW,C,W,NA
49,7,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,7,D,NA,13,52,2.383,CC,C,C,NA
51,7,D,"lsc, lpd",25,55,2.383,W,W,,NA
52,7,D,lpd,18,51,2.383,CW,C,W,NA
53,7,D,ld,25,42,2.383,CC,C,C,NA
54,7,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,7,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,7,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,7,D,NA,19,74,2.383,WC,W,C,NA
58,7,D,lsi,15,77,2.383,CC,C,C,NA
59,7,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,7,D,ld,10,77,2.383,WC,W,C,NA
61,7,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,7,D,lsc,23,50,2.383,WC,W,C,NA
63,7,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,7,D,lsi,13,50,2.383,WW,W,W,NA
65,7,E,"lsi, ld",13,107,2.242,W,W,,NA
66,7,E,lpd,17,88,2.242,C,C,,NA
67,7,E,ld,19,114,2.242,W,W,,NA
68,7,E,NA,16,125,2.242,WC,W,C,NA
69,7,E,"lsc, ld",18,115,2.242,C,C,,NA
70,7,E,lpd,18,103,2.242,WW,W,W,NA
71,7,E,lsc,20,98,2.242,WC,W,C,NA
72,7,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,7,E,ld,14,110,2.242,CC,C,C,NA
74,7,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,7,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,7,E,lsi,13,100,2.242,CW,C,W,NA
77,7,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,7,E,lsc,18,85,2.242,CW,C,W,NA
79,7,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,7,E,lsi,22,97,2.242,WW,W,W,NA
81,7,F,lsi,15,112,2.148,WW,W,W,NA
82,7,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,7,F,ld,18,125,2.148,CW,C,W,NA
84,7,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,7,F,ld,19,118,2.148,WC,W,C,NA
86,7,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,7,F,NA,23,110,2.148,CW,C,W,NA
88,7,F,"lsi, ld",22,115,2.148,WW,W,W,NA
89,7,F,"lsc, lpd",24,105,2.148,C,C,,NA
90,7,F,NA,27,122,2.148,WC,W,C,NA
91,7,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,7,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,7,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
94,7,F,lsi,22,125,2.148,CW,C,W,NA
95,7,F,lpd,28,125,2.148,CW,C,W,NA
96,7,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
1,8,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,8,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,8,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,8,A,lsc,23,95,2.155,WW,W,W,NA
5,8,A,ld,25,85,2.155,WC,W,C,NA
6,8,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,8,A,lpd,23,89,2.155,CC,C,C,NA
8,8,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,8,A,lsc,22,85,2.155,CC,C,C,NA
10,8,A,lsi,22,80,2.155,WC,W,C,NA
11,8,A,ld,23,80,2.155,CW,C,W,NA
12,8,A,lsi,24,82,2.155,CW,C,W,NA
13,8,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,8,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,8,A,lpd,32,103,2.155,WW,W,W,NA
16,8,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,8,B,ld,17,75,2.543,WC,W,C,NA
18,8,B,lsc,18,79,2.543,WW,W,W,NA
19,8,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,8,B,lsi,21,81,2.543,CC,C,C,NA
21,8,B,NA,25,78,2.543,CC,C,C,NA
22,8,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,8,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,8,B,lpd,16,73,2.543,WC,W,C,NA
25,8,B,ld,18,74,2.543,CW,C,W,NA
26,8,B,"lsi, lpd",17,75,2.543,W,W,,NA
27,8,B,"lsc, ld",14,67,2.543,C,C,,NA
28,8,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,8,B,lsc,12,60,2.543,CC,C,C,NA
30,8,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,8,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,8,B,lsi,13,60,2.543,CW,C,W,NA
33,8,C,NA,17,65,2.551,WW,W,W,NA
34,8,C,"lsi, lpd",13,68,2.551,C,C,,NA
35,8,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,8,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,8,C,lpd,11,51,2.551,CW,C,W,NA
38,8,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,8,C,lsc,13,75,2.551,WC,W,C,NA
40,8,C,lpd,19,67,2.551,WC,W,C,NA
41,8,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,8,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,8,C,NA,14,70,2.551,WW,W,W,NA
44,8,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,8,C,lsc,17,55,2.551,CC,C,C,NA
46,8,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,8,C,lsc,17,55,2.551,CC,C,C,NA
48,8,C,NA,13,60,2.551,CW,C,W,NA
49,8,D,"lsi, ld",20,55,2.383,CC,C,C,NA
50,8,D,NA,13,52,2.383,CC,C,C,NA
51,8,D,"lsc, lpd",25,55,2.383,W,W,,NA
52,8,D,lpd,18,51,2.383,CW,C,W,NA
53,8,D,ld,25,42,2.383,CC,C,C,NA
54,8,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
55,8,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
56,8,D,"lsi, ld",11,73,2.383,WW,W,W,NA
57,8,D,NA,19,74,2.383,WC,W,C,NA
58,8,D,lsi,15,77,2.383,CC,C,C,NA
59,8,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
60,8,D,ld,10,77,2.383,WC,W,C,NA
61,8,D,"lsc, ld",17,76,2.383,CW,C,W,NA
62,8,D,lsc,23,50,2.383,WC,W,C,NA
63,8,D,"lsc, ld",17,35,2.383,WC,W,C,NA
64,8,D,lsi,13,50,2.383,WW,W,W,NA
65,8,E,"lsi, ld",13,107,2.242,W,W,,NA
66,8,E,lpd,17,88,2.242,C,C,,NA
67,8,E,ld,19,114,2.242,W,W,,NA
68,8,E,NA,16,125,2.242,WC,W,C,NA
69,8,E,"lsc, ld",18,115,2.242,C,C,,NA
70,8,E,lpd,18,103,2.242,WW,W,W,NA
71,8,E,lsc,20,98,2.242,WC,W,C,NA
72,8,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
73,8,E,ld,14,110,2.242,CC,C,C,NA
74,8,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
75,8,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
76,8,E,lsi,13,100,2.242,CW,C,W,NA
77,8,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
78,8,E,lsc,18,85,2.242,CW,C,W,NA
79,8,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
80,8,E,lsi,22,97,2.242,WW,W,W,NA
81,8,F,lsi,15,112,2.148,WW,W,W,NA
82,8,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,8,F,ld,18,125,2.148,CW,C,W,NA
84,8,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,8,F,ld,19,118,2.148,WC,W,C,NA
86,8,F,"lsc, lpd",18,115,2.148,WC,W,C,NA
87,8,F,NA,23,110,2.148,CW,C,W,NA
88,8,F,"lsi, ld",22,115,2.148,WW,W,W,NA
90,8,F,NA,27,122,2.148,WC,W,C,NA
91,8,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
92,8,F,"lsc, ld",27,115,2.148,CC,C,C,NA
93,8,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
94,8,F,lsi,22,125,2.148,CW,C,W,NA
95,8,F,lpd,28,125,2.148,CW,C,W,NA
96,8,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
89,8,F,"lsc, lpd",24,105,2.148,C,C,,NA
32,9,B,lsi,13,60,2.543,CW,C,W,NA
31,9,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
30,9,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
29,9,B,lsc,12,60,2.543,CC,C,C,NA
28,9,B,"lsi, ld",14,61,2.543,WW,W,W,NA
25,9,B,ld,18,74,2.543,CW,C,W,NA
24,9,B,lpd,16,73,2.543,WC,W,C,NA
23,9,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
22,9,B,"lsc, ld",19,58,2.543,WC,W,C,NA
21,9,B,NA,25,78,2.543,CC,C,C,NA
17,9,B,ld,17,75,2.543,WC,W,C,NA
18,9,B,lsc,18,79,2.543,WW,W,W,NA
19,9,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,9,B,lsi,21,81,2.543,CC,C,C,NA
33,9,C,NA,17,65,2.551,WW,W,W,NA
35,9,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,9,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,9,C,lpd,11,51,2.551,CW,C,W,NA
38,9,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,9,C,lsc,13,75,2.551,WC,W,C,NA
40,9,C,lpd,19,67,2.551,WC,W,C,NA
41,9,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,9,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,9,C,NA,14,70,2.551,WW,W,W,NA
44,9,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,9,C,lsc,17,55,2.551,CC,C,C,NA
46,9,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
47,9,C,lsc,17,55,2.551,CC,C,C,NA
48,9,C,NA,13,60,2.551,CW,C,W,NA
64,9,D,lsi,13,50,2.383,WW,W,W,NA
63,9,D,"lsc, ld",17,35,2.383,WC,W,C,NA
62,9,D,lsc,23,50,2.383,WC,W,C,NA
61,9,D,"lsc, ld",17,76,2.383,CW,C,W,NA
60,9,D,ld,10,77,2.383,WC,W,C,NA
59,9,D,"lsc, lsi, ld, lpd",19,77,2.383,CW,C,W,NA
58,9,D,lsi,15,77,2.383,CC,C,C,NA
57,9,D,NA,19,74,2.383,WC,W,C,NA
56,9,D,"lsi, ld",11,73,2.383,WW,W,W,NA
55,9,D,"lsc, lsi, ld, lpd",19,67,2.383,WW,W,W,NA
54,9,D,"lsi, lpd",22,70,2.383,CC,C,C,NA
53,9,D,ld,25,42,2.383,CC,C,C,NA
52,9,D,lpd,18,51,2.383,CW,C,W,NA
51,9,D,"lsc, lpd",25,55,2.383,W,W,,NA
50,9,D,NA,13,52,2.383,CC,C,C,NA
49,9,D,"lsi, ld",20,55,2.383,CC,C,C,NA
80,9,E,lsi,22,97,2.242,WW,W,W,NA
79,9,E,"lsc, lsi, ld, lpd",20,85,2.242,WW,W,W,NA
78,9,E,lsc,18,85,2.242,CW,C,W,NA
77,9,E,"lsi, lpd",13,95,2.242,CW,C,W,NA
76,9,E,lsi,13,100,2.242,CW,C,W,NA
75,9,E,"lsi, lpd",14,115,2.242,WC,W,C,NA
74,9,E,"lsc, lpd",16,113,2.242,CC,C,C,NA
73,9,E,ld,14,110,2.242,CC,C,C,NA
65,9,E,"lsi, ld",13,107,2.242,W,W,,NA
67,9,E,ld,19,114,2.242,W,W,,NA
68,9,E,NA,16,125,2.242,WC,W,C,NA
69,9,E,"lsc, ld",18,115,2.242,C,C,,NA
70,9,E,lpd,18,103,2.242,WW,W,W,NA
71,9,E,lsc,20,98,2.242,WC,W,C,NA
72,9,E,"lsc, lsi, ld, lpd",21,88,2.242,CC,C,C,NA
96,9,F,"lsi, lpd",26,115,2.148,WW,W,W,NA
95,9,F,lpd,28,125,2.148,CW,C,W,NA
93,9,F,"lsc, lsi, ld, lpd",30,125,2.148,WW,W,W,NA
92,9,F,"lsc, ld",27,115,2.148,CC,C,C,NA
91,9,F,"lsi, lpd",25,117,2.148,CC,C,C,NA
90,9,F,NA,27,122,2.148,WC,W,C,NA
88,9,F,"lsi, ld",22,115,2.148,WW,W,W,NA
87,9,F,NA,23,110,2.148,CW,C,W,NA
81,9,F,lsi,15,112,2.148,WW,W,W,NA
82,9,F,"lsc, ld",15,115,2.148,WW,W,W,NA
83,9,F,ld,18,125,2.148,CW,C,W,NA
84,9,F,"lsc, lsi, ld, lpd",16,122,2.148,CC,C,C,NA
85,9,F,ld,19,118,2.148,WC,W,C,NA
16,9,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
15,9,A,lpd,32,103,2.155,WW,W,W,NA
14,9,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
13,9,A,"lsc, ld",24,106,2.155,CW,C,W,NA
12,9,A,lsi,24,82,2.155,CW,C,W,NA
11,9,A,ld,23,80,2.155,CW,C,W,NA
10,9,A,lsi,22,80,2.155,WC,W,C,NA
9,9,A,lsc,22,85,2.155,CC,C,C,NA
1,9,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,9,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,9,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,9,A,lsc,23,95,2.155,WW,W,W,NA
5,9,A,ld,25,85,2.155,WC,W,C,NA
6,9,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,9,A,lpd,23,89,2.155,CC,C,C,NA
8,9,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
1,10,A,"lsc, lpd",11,98,2.155,WC,W,C,NA
2,10,A,"lsc, ld",12,102,2.155,CC,C,C,NA
3,10,A,"lsi, ld",14,108,2.155,WW,W,W,NA
4,10,A,lsc,23,95,2.155,WW,W,W,NA
5,10,A,ld,25,85,2.155,WC,W,C,NA
6,10,A,"lsi, ld",24,89,2.155,WC,W,C,NA
7,10,A,lpd,23,89,2.155,CC,C,C,NA
8,10,A,"lsc, lsi, ld, lpd",28,89,2.155,CW,C,W,NA
9,10,A,lsc,22,85,2.155,CC,C,C,NA
10,10,A,lsi,22,80,2.155,WC,W,C,NA
11,10,A,ld,23,80,2.155,CW,C,W,NA
12,10,A,lsi,24,82,2.155,CW,C,W,NA
13,10,A,"lsc, ld",24,106,2.155,CW,C,W,NA
14,10,A,"lsi, lpd",26,95,2.155,WW,W,W,NA
15,10,A,lpd,32,103,2.155,WW,W,W,NA
16,10,A,"lsi, lpd",34,90,2.155,CC,C,C,NA
17,10,B,ld,17,75,2.543,WC,W,C,NA
18,10,B,lsc,18,79,2.543,WW,W,W,NA
19,10,B,"lsc, lsi, ld, lpd",17,85,2.543,CW,C,W,NA
20,10,B,lsi,21,81,2.543,CC,C,C,NA
21,10,B,NA,25,78,2.543,CC,C,C,NA
22,10,B,"lsc, ld",19,58,2.543,WC,W,C,NA
23,10,B,"lsc, lpd",10,75,2.543,WW,W,W,NA
24,10,B,lpd,16,73,2.543,WC,W,C,NA
25,10,B,ld,18,74,2.543,CW,C,W,NA
28,10,B,"lsi, ld",14,61,2.543,WW,W,W,NA
29,10,B,lsc,12,60,2.543,CC,C,C,NA
30,10,B,"lsc, lsi, ld, lpd",7,58,2.543,WW,W,W,NA
31,10,B,"lsc, lpd",13,56,2.543,WW,W,W,NA
32,10,B,lsi,13,60,2.543,CW,C,W,NA
33,10,C,NA,17,65,2.551,WW,W,W,NA
35,10,C,"lsi, ld",13,60,2.551,CC,C,C,NA
36,10,C,"lsc, ld",11,55,2.551,WC,W,C,NA
37,10,C,lpd,11,51,2.551,CW,C,W,NA
38,10,C,"lsc, lpd",15,44,2.551,WW,W,W,NA
39,10,C,lsc,13,75,2.551,WC,W,C,NA
40,10,C,lpd,19,67,2.551,WC,W,C,NA
41,10,C,"lsi, ld",18,65,2.551,CC,C,C,NA
42,10,C,"lsc, lsi, ld, lpd",16,66,2.551,WW,W,W,NA
43,10,C,NA,14,70,2.551,WW,W,W,NA
44,10,C,"lsi, lpd",9,65,2.551,WW,W,W,NA
45,10,C,lsc,17,55,2.551,CC,C,C,NA
46,10,C,"lsc, lpd",15,67,2.551,CW,C,W,NA
