"","date_time","temp","block","number","colour"
"3145","2019-10-15 18:05:00",11,"A","rock","rock"
"3146","2019-10-15 19:05:00",11,"A","rock","rock"
"3147","2019-10-15 20:05:00",11,"A","rock","rock"
"3148","2019-10-15 21:05:00",11,"A","rock","rock"
"3149","2019-10-15 22:05:00",10.5,"A","rock","rock"
"3150","2019-10-15 23:05:00",10.5,"A","rock","rock"
"3151","2019-10-16 00:05:00",10.5,"A","rock","rock"
"3152","2019-10-16 01:05:00",10.5,"A","rock","rock"
"3153","2019-10-16 02:05:00",10.5,"A","rock","rock"
"3154","2019-10-16 03:05:00",10.5,"A","rock","rock"
"3155","2019-10-16 04:05:00",10.5,"A","rock","rock"
"3156","2019-10-16 05:05:00",11,"A","rock","rock"
"3157","2019-10-16 06:05:00",11,"A","rock","rock"
"3158","2019-10-16 07:05:00",11,"A","rock","rock"
"3159","2019-10-16 08:05:00",11,"A","rock","rock"
"3160","2019-10-16 09:05:00",11,"A","rock","rock"
"3161","2019-10-16 10:05:00",11,"A","rock","rock"
"3162","2019-10-16 11:05:00",11,"A","rock","rock"
"3163","2019-10-16 12:05:00",11,"A","rock","rock"
"3164","2019-10-16 13:05:00",11,"A","rock","rock"
"3165","2019-10-16 14:05:00",11,"A","rock","rock"
"3166","2019-10-16 15:05:00",11,"A","rock","rock"
"3167","2019-10-16 16:05:00",11,"A","rock","rock"
"3168","2019-10-16 17:05:00",11,"A","rock","rock"
"3169","2019-10-16 18:05:00",11,"A","rock","rock"
"3170","2019-10-16 19:05:00",11,"A","rock","rock"
"3171","2019-10-16 20:05:00",11,"A","rock","rock"
"3172","2019-10-16 21:05:00",11,"A","rock","rock"
"3173","2019-10-16 22:05:00",11,"A","rock","rock"
"3174","2019-10-16 23:05:00",9,"A","rock","rock"
"3175","2019-10-17 00:05:00",8.5,"A","rock","rock"
"3176","2019-10-17 01:05:00",9.5,"A","rock","rock"
"3177","2019-10-17 02:05:00",9.5,"A","rock","rock"
"3178","2019-10-17 03:05:00",9,"A","rock","rock"
"3179","2019-10-17 04:05:00",10,"A","rock","rock"
"3180","2019-10-17 05:05:00",10.5,"A","rock","rock"
"3181","2019-10-17 06:05:00",11,"A","rock","rock"
"3182","2019-10-17 07:05:00",11,"A","rock","rock"
"3183","2019-10-17 08:05:00",11,"A","rock","rock"
"3184","2019-10-17 09:05:00",11,"A","rock","rock"
"3185","2019-10-17 10:05:00",11,"A","rock","rock"
"3186","2019-10-17 11:05:00",11,"A","rock","rock"
"3187","2019-10-17 12:05:00",11,"A","rock","rock"
"3188","2019-10-17 13:05:00",11,"A","rock","rock"
"3189","2019-10-17 14:05:00",11,"A","rock","rock"
"3190","2019-10-17 15:05:00",11,"A","rock","rock"
"3191","2019-10-17 16:05:00",11,"A","rock","rock"
"3192","2019-10-17 17:05:00",11,"A","rock","rock"
"3193","2019-10-17 18:05:00",11,"A","rock","rock"
"3194","2019-10-17 19:05:00",11,"A","rock","rock"
"3195","2019-10-17 20:05:00",11,"A","rock","rock"
"3196","2019-10-17 21:05:00",11,"A","rock","rock"
"3197","2019-10-17 22:05:00",11,"A","rock","rock"
"3198","2019-10-17 23:05:00",9.5,"A","rock","rock"
"3199","2019-10-18 00:05:00",9.5,"A","rock","rock"
"3200","2019-10-18 01:05:00",9,"A","rock","rock"
"3201","2019-10-18 02:05:00",9.5,"A","rock","rock"
"3202","2019-10-18 03:05:00",9,"A","rock","rock"
"3203","2019-10-18 04:05:00",8,"A","rock","rock"
"3204","2019-10-18 05:05:00",8.5,"A","rock","rock"
"3205","2019-10-18 06:05:00",10.5,"A","rock","rock"
"3206","2019-10-18 07:05:00",10.5,"A","rock","rock"
"3207","2019-10-18 08:05:00",10.5,"A","rock","rock"
"3208","2019-10-18 09:05:00",10.5,"A","rock","rock"
"3209","2019-10-18 10:05:00",10.5,"A","rock","rock"
"3210","2019-10-18 11:05:00",10.5,"A","rock","rock"
"3211","2019-10-18 12:05:00",11,"A","rock","rock"
"3212","2019-10-18 13:05:00",11,"A","rock","rock"
"3213","2019-10-18 14:05:00",11,"A","rock","rock"
"3214","2019-10-18 15:05:00",11,"A","rock","rock"
"3215","2019-10-18 16:05:00",11,"A","rock","rock"
"3216","2019-10-18 17:05:00",11,"A","rock","rock"
"3217","2019-10-18 18:05:00",11,"A","rock","rock"
"3218","2019-10-18 19:05:00",11,"A","rock","rock"
"3219","2019-10-18 20:05:00",10.5,"A","rock","rock"
"3220","2019-10-18 21:05:00",10.5,"A","rock","rock"
"3221","2019-10-18 22:05:00",10.5,"A","rock","rock"
"3222","2019-10-18 23:05:00",10.5,"A","rock","rock"
"3223","2019-10-19 00:05:00",10,"A","rock","rock"
"3224","2019-10-19 01:05:00",10,"A","rock","rock"
"3225","2019-10-19 02:05:00",10,"A","rock","rock"
"3226","2019-10-19 03:05:00",10,"A","rock","rock"
"3227","2019-10-19 04:05:00",10.5,"A","rock","rock"
"3228","2019-10-19 05:05:00",11,"A","rock","rock"
"3229","2019-10-19 06:05:00",11.5,"A","rock","rock"
"3230","2019-10-19 07:05:00",11,"A","rock","rock"
"3231","2019-10-19 08:05:00",11,"A","rock","rock"
"3232","2019-10-19 09:05:00",10.5,"A","rock","rock"
"3233","2019-10-19 10:05:00",10.5,"A","rock","rock"
"3234","2019-10-19 11:05:00",10.5,"A","rock","rock"
"3235","2019-10-19 12:05:00",14,"A","rock","rock"
"3236","2019-10-19 13:05:00",20,"A","rock","rock"
"3237","2019-10-19 14:05:00",19.5,"A","rock","rock"
"3238","2019-04-12 14:00:00",31.5,"B","rock","rock"
"3239","2019-04-12 15:00:00",19.5,"B","rock","rock"
"3240","2019-04-12 16:00:00",18,"B","rock","rock"
"3241","2019-04-12 17:00:00",15,"B","rock","rock"
"3242","2019-04-12 18:00:00",11.5,"B","rock","rock"
"3243","2019-04-12 19:00:00",11,"B","rock","rock"
"3244","2019-04-12 20:00:00",10.5,"B","rock","rock"
"3245","2019-04-12 21:00:00",9,"B","rock","rock"
"3246","2019-04-12 22:00:00",9.5,"B","rock","rock"
"3247","2019-04-12 23:00:00",9.5,"B","rock","rock"
"3248","2019-04-13 00:00:00",9.5,"B","rock","rock"
"3249","2019-04-13 01:00:00",9,"B","rock","rock"
"3250","2019-04-13 02:00:00",9.5,"B","rock","rock"
"3251","2019-04-13 03:00:00",9,"B","rock","rock"
"3252","2019-04-13 04:00:00",9,"B","rock","rock"
"3253","2019-04-13 05:00:00",9,"B","rock","rock"
"3254","2019-04-13 06:00:00",9,"B","rock","rock"
"3255","2019-04-13 07:00:00",9,"B","rock","rock"
"3256","2019-04-13 08:00:00",9,"B","rock","rock"
"3257","2019-04-13 09:00:00",9,"B","rock","rock"
"3258","2019-04-13 10:00:00",9,"B","rock","rock"
"3259","2019-04-13 11:00:00",9,"B","rock","rock"
"3260","2019-04-13 12:00:00",9,"B","rock","rock"
"3261","2019-04-13 13:00:00",9,"B","rock","rock"
"3262","2019-04-13 14:00:00",9.5,"B","rock","rock"
"3263","2019-04-13 15:00:00",9.5,"B","rock","rock"
"3264","2019-04-13 16:00:00",11.5,"B","rock","rock"
"3265","2019-04-13 17:00:00",13,"B","rock","rock"
"3266","2019-04-13 18:00:00",9.5,"B","rock","rock"
"3267","2019-04-13 19:00:00",9,"B","rock","rock"
"3268","2019-04-13 20:00:00",8,"B","rock","rock"
"3269","2019-04-13 21:00:00",7.5,"B","rock","rock"
"3270","2019-04-13 22:00:00",7.5,"B","rock","rock"
"3271","2019-04-13 23:00:00",9,"B","rock","rock"
"3272","2019-04-14 00:00:00",9,"B","rock","rock"
"3273","2019-04-14 01:00:00",9,"B","rock","rock"
"3274","2019-04-14 02:00:00",9,"B","rock","rock"
"3275","2019-04-14 03:00:00",9,"B","rock","rock"
"3276","2019-04-14 04:00:00",9,"B","rock","rock"
"3277","2019-04-14 05:00:00",9,"B","rock","rock"
"3278","2019-04-14 06:00:00",9,"B","rock","rock"
"3279","2019-04-14 07:00:00",9,"B","rock","rock"
"3280","2019-04-14 08:00:00",9,"B","rock","rock"
"3281","2019-04-14 09:00:00",9,"B","rock","rock"
"3282","2019-04-14 10:00:00",9.5,"B","rock","rock"
"3283","2019-04-14 11:00:00",9.5,"B","rock","rock"
"3284","2019-04-14 12:00:00",9.5,"B","rock","rock"
"3285","2019-04-14 13:00:00",9.5,"B","rock","rock"
"3286","2019-04-14 14:00:00",9.5,"B","rock","rock"
"3287","2019-04-14 15:00:00",10.5,"B","rock","rock"
"3288","2019-04-14 16:00:00",12,"B","rock","rock"
"3289","2019-04-14 17:00:00",11.5,"B","rock","rock"
"3290","2019-04-14 18:00:00",11.5,"B","rock","rock"
"3291","2019-04-14 19:00:00",10,"B","rock","rock"
"3292","2019-04-14 20:00:00",8.5,"B","rock","rock"
"3293","2019-04-14 21:00:00",8,"B","rock","rock"
"3294","2019-04-14 22:00:00",7,"B","rock","rock"
"3295","2019-04-14 23:00:00",7,"B","rock","rock"
"3296","2019-04-15 00:00:00",9,"B","rock","rock"
"3297","2019-04-15 01:00:00",9,"B","rock","rock"
"3298","2019-04-15 02:00:00",9,"B","rock","rock"
"3299","2019-04-15 03:00:00",9,"B","rock","rock"
"3300","2019-04-15 04:00:00",9,"B","rock","rock"
"3301","2019-04-15 05:00:00",9,"B","rock","rock"
"3302","2019-04-15 06:00:00",9,"B","rock","rock"
"3303","2019-04-15 07:00:00",9,"B","rock","rock"
"3304","2019-04-15 08:00:00",9,"B","rock","rock"
"3305","2019-04-15 09:00:00",9,"B","rock","rock"
"3306","2019-04-15 10:00:00",9.5,"B","rock","rock"
"3307","2019-04-15 11:00:00",9.5,"B","rock","rock"
"3308","2019-04-15 12:00:00",10,"B","rock","rock"
"3309","2019-04-15 13:00:00",10,"B","rock","rock"
"3310","2019-04-15 14:00:00",10,"B","rock","rock"
"3311","2019-04-15 15:00:00",9.5,"B","rock","rock"
"3312","2019-04-15 16:00:00",9.5,"B","rock","rock"
"3313","2019-04-15 17:00:00",12,"B","rock","rock"
"3314","2019-04-15 18:00:00",11,"B","rock","rock"
"3315","2019-04-15 19:00:00",9.5,"B","rock","rock"
"3316","2019-04-15 20:00:00",8,"B","rock","rock"
"3317","2019-04-15 21:00:00",7.5,"B","rock","rock"
"3318","2019-04-15 22:00:00",7,"B","rock","rock"
"3319","2019-04-15 23:00:00",6.5,"B","rock","rock"
"3320","2019-04-16 00:00:00",5.5,"B","rock","rock"
"3321","2019-04-16 01:00:00",8.5,"B","rock","rock"
"3322","2019-04-16 02:00:00",9,"B","rock","rock"
"3323","2019-04-16 03:00:00",9,"B","rock","rock"
"3324","2019-04-16 04:00:00",9,"B","rock","rock"
"3325","2019-04-16 05:00:00",9,"B","rock","rock"
"3326","2019-04-16 06:00:00",9,"B","rock","rock"
"3327","2019-04-16 07:00:00",9,"B","rock","rock"
"3328","2019-04-16 08:00:00",9,"B","rock","rock"
"3329","2019-04-16 09:00:00",12,"B","rock","rock"
"3330","2019-04-16 10:00:00",11.5,"B","rock","rock"
"3331","2019-04-16 11:00:00",14.5,"B","rock","rock"
"3332","2019-04-16 12:00:00",12.5,"B","rock","rock"
"3333","2019-04-16 13:00:00",10,"B","rock","rock"
"3334","2019-04-16 14:00:00",10,"B","rock","rock"
"3335","2019-04-16 15:00:00",9.5,"B","rock","rock"
"3336","2019-04-16 16:00:00",9.5,"B","rock","rock"
"3337","2019-04-16 17:00:00",9.5,"B","rock","rock"
"3338","2019-04-16 18:00:00",9.5,"B","rock","rock"
"3339","2019-04-16 19:00:00",9.5,"B","rock","rock"
"3340","2019-04-16 20:00:00",9,"B","rock","rock"
"3341","2019-04-16 21:00:00",9,"B","rock","rock"
"3342","2019-04-16 22:00:00",8.5,"B","rock","rock"
"3343","2019-04-16 23:00:00",8.5,"B","rock","rock"
"3344","2019-04-17 00:00:00",8.5,"B","rock","rock"
"3345","2019-04-17 01:00:00",8.5,"B","rock","rock"
"3346","2019-04-17 02:00:00",9,"B","rock","rock"
"3347","2019-04-17 03:00:00",9,"B","rock","rock"
"3348","2019-04-17 04:00:00",9,"B","rock","rock"
"3349","2019-04-17 05:00:00",9,"B","rock","rock"
"3350","2019-04-17 06:00:00",9,"B","rock","rock"
"3351","2019-04-17 07:00:00",9,"B","rock","rock"
"3352","2019-04-17 08:00:00",9,"B","rock","rock"
"3353","2019-04-17 09:00:00",10.5,"B","rock","rock"
"3354","2019-04-17 10:00:00",11.5,"B","rock","rock"
"3355","2019-04-17 11:00:00",14.5,"B","rock","rock"
"3356","2019-04-17 12:00:00",13.5,"B","rock","rock"
"3357","2019-04-17 13:00:00",16,"B","rock","rock"
"3358","2019-04-17 14:00:00",10,"B","rock","rock"
"3359","2019-04-17 15:00:00",9.5,"B","rock","rock"
"3360","2019-04-17 16:00:00",9.5,"B","rock","rock"
"3361","2019-04-17 17:00:00",9.5,"B","rock","rock"
"3362","2019-04-17 18:00:00",9.5,"B","rock","rock"
"3363","2019-04-17 19:00:00",9.5,"B","rock","rock"
"3364","2019-04-17 20:00:00",9.5,"B","rock","rock"
"3365","2019-04-17 21:00:00",9.5,"B","rock","rock"
"3366","2019-04-17 22:00:00",9.5,"B","rock","rock"
"3367","2019-04-17 23:00:00",9.5,"B","rock","rock"
"3368","2019-04-18 00:00:00",9.5,"B","rock","rock"
"3369","2019-04-18 01:00:00",10,"B","rock","rock"
"3370","2019-04-18 02:00:00",9.5,"B","rock","rock"
"3371","2019-04-18 03:00:00",9,"B","rock","rock"
"3372","2019-04-18 04:00:00",9,"B","rock","rock"
"3373","2019-04-18 05:00:00",9,"B","rock","rock"
"3374","2019-04-18 06:00:00",9,"B","rock","rock"
"3375","2019-04-18 07:00:00",9.5,"B","rock","rock"
"3376","2019-04-18 08:00:00",9.5,"B","rock","rock"
"3377","2019-04-18 09:00:00",10,"B","rock","rock"
"3378","2019-04-18 10:00:00",10.5,"B","rock","rock"
"3379","2019-04-18 11:00:00",11,"B","rock","rock"
"3380","2019-04-18 12:00:00",11.5,"B","rock","rock"
"3381","2019-04-18 13:00:00",11.5,"B","rock","rock"
"3382","2019-04-18 14:00:00",12,"B","rock","rock"
"3383","2019-04-18 15:00:00",9.5,"B","rock","rock"
"3384","2019-04-18 16:00:00",9.5,"B","rock","rock"
"3385","2019-04-18 17:00:00",9.5,"B","rock","rock"
"3386","2019-04-18 18:00:00",9.5,"B","rock","rock"
"3387","2019-04-18 19:00:00",9,"B","rock","rock"
"3388","2019-04-18 20:00:00",9.5,"B","rock","rock"
"3389","2019-04-18 21:00:00",9.5,"B","rock","rock"
"3390","2019-04-18 22:00:00",9.5,"B","rock","rock"
"3391","2019-04-18 23:00:00",9.5,"B","rock","rock"
"3392","2019-04-19 00:00:00",9.5,"B","rock","rock"
"3393","2019-04-19 01:00:00",9.5,"B","rock","rock"
"3394","2019-04-19 02:00:00",9.5,"B","rock","rock"
"3395","2019-04-19 03:00:00",9,"B","rock","rock"
"3396","2019-04-19 04:00:00",9,"B","rock","rock"
"3397","2019-04-19 05:00:00",9,"B","rock","rock"
"3398","2019-04-19 06:00:00",9,"B","rock","rock"
"3399","2019-04-19 07:00:00",9,"B","rock","rock"
"3400","2019-04-19 08:00:00",9,"B","rock","rock"
"3401","2019-04-19 09:00:00",10.5,"B","rock","rock"
"3402","2019-04-19 10:00:00",16,"B","rock","rock"
"3403","2019-04-19 11:00:00",16,"B","rock","rock"
"3404","2019-04-19 12:00:00",16,"B","rock","rock"
"3405","2019-04-19 13:00:00",22,"B","rock","rock"
"3406","2019-04-19 14:00:00",15,"B","rock","rock"
"3407","2019-04-19 15:00:00",14,"B","rock","rock"
"3408","2019-04-19 16:00:00",10.5,"B","rock","rock"
"3409","2019-04-19 17:00:00",9.5,"B","rock","rock"
"3410","2019-04-19 18:00:00",9.5,"B","rock","rock"
"3411","2019-04-19 19:00:00",9.5,"B","rock","rock"
"3412","2019-04-19 20:00:00",9.5,"B","rock","rock"
"3413","2019-04-19 21:00:00",9.5,"B","rock","rock"
"3414","2019-04-19 22:00:00",9.5,"B","rock","rock"
"3415","2019-04-19 23:00:00",8,"B","rock","rock"
"3416","2019-04-20 00:00:00",7.5,"B","rock","rock"
"3417","2019-04-20 01:00:00",7,"B","rock","rock"
"3418","2019-04-20 02:00:00",8,"B","rock","rock"
"3419","2019-04-20 03:00:00",9,"B","rock","rock"
"3420","2019-04-20 04:00:00",9,"B","rock","rock"
"3421","2019-04-20 05:00:00",9,"B","rock","rock"
"3422","2019-04-20 06:00:00",9,"B","rock","rock"
"3423","2019-04-20 07:00:00",9,"B","rock","rock"
"3424","2019-04-20 08:00:00",9,"B","rock","rock"
"3425","2019-04-20 09:00:00",9.5,"B","rock","rock"
"3426","2019-04-20 10:00:00",15.5,"B","rock","rock"
"3427","2019-04-20 11:00:00",18.5,"B","rock","rock"
"3428","2019-04-20 12:00:00",21,"B","rock","rock"
"3429","2019-04-20 13:00:00",22,"B","rock","rock"
"3430","2019-04-20 14:00:00",22.5,"B","rock","rock"
"3431","2019-04-20 15:00:00",22.5,"B","rock","rock"
"3432","2019-04-20 16:00:00",20,"B","rock","rock"
"3433","2019-04-20 17:00:00",10.5,"B","rock","rock"
"3434","2019-04-20 18:00:00",10,"B","rock","rock"
"3435","2019-04-20 19:00:00",10,"B","rock","rock"
"3436","2019-04-20 20:00:00",9.5,"B","rock","rock"
"3437","2019-04-20 21:00:00",9.5,"B","rock","rock"
"3438","2019-04-20 22:00:00",9.5,"B","rock","rock"
"3439","2019-04-20 23:00:00",9.5,"B","rock","rock"
"3440","2019-04-21 00:00:00",9,"B","rock","rock"
"3441","2019-04-21 01:00:00",8.5,"B","rock","rock"
"3442","2019-04-21 02:00:00",9.5,"B","rock","rock"
"3443","2019-04-21 03:00:00",9.5,"B","rock","rock"
"3444","2019-04-21 04:00:00",9.5,"B","rock","rock"
"3445","2019-04-21 05:00:00",9.5,"B","rock","rock"
"3446","2019-04-21 06:00:00",9.5,"B","rock","rock"
"3447","2019-04-21 07:00:00",9.5,"B","rock","rock"
"3448","2019-04-21 08:00:00",9.5,"B","rock","rock"
"3449","2019-04-21 09:00:00",9.5,"B","rock","rock"
"3450","2019-04-21 10:00:00",15,"B","rock","rock"
"3451","2019-04-21 11:00:00",20,"B","rock","rock"
"3452","2019-04-21 12:00:00",21.5,"B","rock","rock"
"3453","2019-04-21 13:00:00",24.5,"B","rock","rock"
"3454","2019-04-21 14:00:00",21,"B","rock","rock"
"3455","2019-04-21 15:00:00",21,"B","rock","rock"
"3456","2019-04-21 16:00:00",18.5,"B","rock","rock"
"3457","2019-04-21 17:00:00",13.5,"B","rock","rock"
"3458","2019-04-21 18:00:00",10,"B","rock","rock"
"3459","2019-04-21 19:00:00",10,"B","rock","rock"
"3460","2019-04-21 20:00:00",9.5,"B","rock","rock"
"3461","2019-04-21 21:00:00",9.5,"B","rock","rock"
"3462","2019-04-21 22:00:00",9.5,"B","rock","rock"
"3463","2019-04-21 23:00:00",9.5,"B","rock","rock"
"3464","2019-04-22 00:00:00",9.5,"B","rock","rock"
"3465","2019-04-22 01:00:00",9.5,"B","rock","rock"
"3466","2019-04-22 02:00:00",9.5,"B","rock","rock"
"3467","2019-04-22 03:00:00",9.5,"B","rock","rock"
"3468","2019-04-22 04:00:00",9.5,"B","rock","rock"
"3469","2019-04-22 05:00:00",9.5,"B","rock","rock"
"3470","2019-04-22 06:00:00",9.5,"B","rock","rock"
"3471","2019-04-22 07:00:00",9.5,"B","rock","rock"
"3472","2019-04-22 08:00:00",9.5,"B","rock","rock"
"3473","2019-04-22 09:00:00",9.5,"B","rock","rock"
"3474","2019-04-22 10:00:00",10,"B","rock","rock"
"3475","2019-04-22 11:00:00",10.5,"B","rock","rock"
"3476","2019-04-22 12:00:00",11,"B","rock","rock"
"3477","2019-04-22 13:00:00",11,"B","rock","rock"
"3478","2019-04-22 14:00:00",12.5,"B","rock","rock"
"3479","2019-04-22 15:00:00",15.5,"B","rock","rock"
"3480","2019-04-22 16:00:00",14.5,"B","rock","rock"
"3481","2019-04-22 17:00:00",13,"B","rock","rock"
"3482","2019-04-22 18:00:00",10.5,"B","rock","rock"
"3483","2019-04-22 19:00:00",9.5,"B","rock","rock"
"3484","2019-04-22 20:00:00",9.5,"B","rock","rock"
"3485","2019-04-22 21:00:00",9.5,"B","rock","rock"
"3486","2019-04-22 22:00:00",9.5,"B","rock","rock"
"3487","2019-04-22 23:00:00",9.5,"B","rock","rock"
"3488","2019-04-23 00:00:00",9.5,"B","rock","rock"
"3489","2019-04-23 01:00:00",9.5,"B","rock","rock"
"3490","2019-04-23 02:00:00",9.5,"B","rock","rock"
"3491","2019-04-23 03:00:00",9.5,"B","rock","rock"
"3492","2019-04-23 04:00:00",9.5,"B","rock","rock"
"3493","2019-04-23 05:00:00",9.5,"B","rock","rock"
"3494","2019-04-23 06:00:00",9.5,"B","rock","rock"
"3495","2019-04-23 07:00:00",9.5,"B","rock","rock"
"3496","2019-04-23 08:00:00",9.5,"B","rock","rock"
"3497","2019-04-23 09:00:00",9.5,"B","rock","rock"
"3498","2019-04-23 10:00:00",10,"B","rock","rock"
"3499","2019-04-23 11:00:00",21.5,"B","rock","rock"
"3500","2019-04-23 12:00:00",22,"B","rock","rock"
"3501","2019-04-23 13:00:00",18,"B","rock","rock"
"3502","2019-04-23 14:00:00",19.5,"B","rock","rock"
"3503","2019-04-23 15:00:00",22,"B","rock","rock"
"3504","2019-04-23 16:00:00",21,"B","rock","rock"
"3505","2019-04-23 17:00:00",18.5,"B","rock","rock"
"3506","2019-04-23 18:00:00",15,"B","rock","rock"
"3507","2019-04-23 19:00:00",13,"B","rock","rock"
"3508","2019-04-23 20:00:00",10,"B","rock","rock"
"3509","2019-04-23 21:00:00",9.5,"B","rock","rock"
"3510","2019-04-23 22:00:00",9.5,"B","rock","rock"
"3511","2019-04-23 23:00:00",9.5,"B","rock","rock"
"3512","2019-04-24 00:00:00",9.5,"B","rock","rock"
"3513","2019-04-24 01:00:00",9.5,"B","rock","rock"
"3514","2019-04-24 02:00:00",9.5,"B","rock","rock"
"3515","2019-04-24 03:00:00",9.5,"B","rock","rock"
"3516","2019-04-24 04:00:00",9.5,"B","rock","rock"
"3517","2019-04-24 05:00:00",9.5,"B","rock","rock"
"3518","2019-04-24 06:00:00",9.5,"B","rock","rock"
"3519","2019-04-24 07:00:00",9.5,"B","rock","rock"
"3520","2019-04-24 08:00:00",9.5,"B","rock","rock"
"3521","2019-04-24 09:00:00",9.5,"B","rock","rock"
"3522","2019-04-24 10:00:00",10,"B","rock","rock"
"3523","2019-04-24 11:00:00",19,"B","rock","rock"
"3524","2019-04-24 12:00:00",22.5,"B","rock","rock"
"3525","2019-04-24 13:00:00",24,"B","rock","rock"
"3526","2019-04-24 14:00:00",20.5,"B","rock","rock"
"3527","2019-04-24 15:00:00",23.5,"B","rock","rock"
"3528","2019-04-24 16:00:00",22,"B","rock","rock"
"3529","2019-04-24 17:00:00",19.5,"B","rock","rock"
"3530","2019-04-24 18:00:00",16.5,"B","rock","rock"
"3531","2019-04-24 19:00:00",13.5,"B","rock","rock"
"3532","2019-04-24 20:00:00",11.5,"B","rock","rock"
"3533","2019-04-24 21:00:00",10,"B","rock","rock"
"3534","2019-04-24 22:00:00",10,"B","rock","rock"
"3535","2019-04-24 23:00:00",10,"B","rock","rock"
"3536","2019-04-25 00:00:00",10,"B","rock","rock"
"3537","2019-04-25 01:00:00",10,"B","rock","rock"
"3538","2019-04-25 02:00:00",9.5,"B","rock","rock"
"3539","2019-04-25 03:00:00",9.5,"B","rock","rock"
"3540","2019-04-25 04:00:00",9.5,"B","rock","rock"
"3541","2019-04-25 05:00:00",9.5,"B","rock","rock"
"3542","2019-04-25 06:00:00",9.5,"B","rock","rock"
"3543","2019-04-25 07:00:00",9.5,"B","rock","rock"
"3544","2019-04-25 08:00:00",9.5,"B","rock","rock"
"3545","2019-04-25 09:00:00",9.5,"B","rock","rock"
"3546","2019-04-25 10:00:00",10,"B","rock","rock"
"3547","2019-04-25 11:00:00",12,"B","rock","rock"
"3548","2019-04-25 12:00:00",17,"B","rock","rock"
"3549","2019-04-25 13:00:00",19.5,"B","rock","rock"
"3550","2019-04-25 14:00:00",19.5,"B","rock","rock"
"3551","2019-04-25 15:00:00",20,"B","rock","rock"
"3552","2019-04-25 16:00:00",19.5,"B","rock","rock"
"3553","2019-04-25 17:00:00",18,"B","rock","rock"
"3554","2019-04-25 18:00:00",16,"B","rock","rock"
"3555","2019-04-25 19:00:00",14.5,"B","rock","rock"
"3556","2019-04-25 20:00:00",12.5,"B","rock","rock"
"3557","2019-04-25 21:00:00",10.5,"B","rock","rock"
"3558","2019-04-25 22:00:00",10,"B","rock","rock"
"3559","2019-04-25 23:00:00",10,"B","rock","rock"
"3560","2019-04-26 00:00:00",10,"B","rock","rock"
"3561","2019-04-26 01:00:00",9.5,"B","rock","rock"
"3562","2019-04-26 02:00:00",9.5,"B","rock","rock"
"3563","2019-04-26 03:00:00",9.5,"B","rock","rock"
"3564","2019-04-26 04:00:00",9.5,"B","rock","rock"
"3565","2019-04-26 05:00:00",9.5,"B","rock","rock"
"3566","2019-04-26 06:00:00",9.5,"B","rock","rock"
"3567","2019-04-26 07:00:00",9.5,"B","rock","rock"
"3568","2019-04-26 08:00:00",10,"B","rock","rock"
"3569","2019-04-26 09:00:00",10,"B","rock","rock"
"3570","2019-04-26 10:00:00",10,"B","rock","rock"
"3571","2019-04-26 11:00:00",11,"B","rock","rock"
"3572","2019-04-26 12:00:00",16.5,"B","rock","rock"
"3573","2019-04-26 13:00:00",19,"B","rock","rock"
"3574","2019-04-26 14:00:00",23,"B","rock","rock"
"3575","2019-04-26 15:00:00",22,"B","rock","rock"
"3576","2019-04-26 16:00:00",18,"B","rock","rock"
"3577","2019-04-26 17:00:00",16.5,"B","rock","rock"
"3578","2019-04-26 18:00:00",14.5,"B","rock","rock"
"3579","2019-04-26 19:00:00",12.5,"B","rock","rock"
"3580","2019-04-26 20:00:00",11.5,"B","rock","rock"
"3581","2019-04-26 21:00:00",10,"B","rock","rock"
"3582","2019-04-26 22:00:00",10.5,"B","rock","rock"
"3583","2019-04-26 23:00:00",10,"B","rock","rock"
"3584","2019-04-27 00:00:00",10,"B","rock","rock"
"3585","2019-04-27 01:00:00",10,"B","rock","rock"
"3586","2019-04-27 02:00:00",10,"B","rock","rock"
"3587","2019-04-27 03:00:00",10,"B","rock","rock"
"3588","2019-04-27 04:00:00",10,"B","rock","rock"
"3589","2019-04-27 05:00:00",9.5,"B","rock","rock"
"3590","2019-04-27 06:00:00",9.5,"B","rock","rock"
"3591","2019-04-27 07:00:00",9.5,"B","rock","rock"
"3592","2019-04-27 08:00:00",10,"B","rock","rock"
"3593","2019-04-27 09:00:00",10,"B","rock","rock"
"3594","2019-04-27 10:00:00",10.5,"B","rock","rock"
"3595","2019-04-27 11:00:00",10.5,"B","rock","rock"
"3596","2019-04-27 12:00:00",10.5,"B","rock","rock"
"3597","2019-04-27 13:00:00",10.5,"B","rock","rock"
"3598","2019-04-27 14:00:00",12.5,"B","rock","rock"
"3599","2019-04-27 15:00:00",15.5,"B","rock","rock"
"3600","2019-04-27 16:00:00",14.5,"B","rock","rock"
"3601","2019-04-27 17:00:00",13,"B","rock","rock"
"3602","2019-04-27 18:00:00",11.5,"B","rock","rock"
"3603","2019-04-27 19:00:00",9.5,"B","rock","rock"
"3604","2019-04-27 20:00:00",8.5,"B","rock","rock"
"3605","2019-04-27 21:00:00",7.5,"B","rock","rock"
"3606","2019-04-27 22:00:00",7,"B","rock","rock"
"3607","2019-04-27 23:00:00",9.5,"B","rock","rock"
"3608","2019-04-28 00:00:00",10,"B","rock","rock"
"3609","2019-04-28 01:00:00",10,"B","rock","rock"
